Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1264,3,diatonic,"1,2,4,3,0,2,4,5,4,2,5,3",swapped,shifted,1,5,"0,2,7,5,-3,2,7,9,7,2,9,5","0,2,7,5,-3,7,2,9,7,2,9,5","0,2,7,5,-3,3,7,9,7,2,9,5",false,
S1C1264,3,chromatic,"3,4,1,4,7,5,2,6,0,5,3,5",swapped,shifted,1,6,"2,6,-1,6,10,7,0,8,-2,7,2,7","2,6,-1,6,10,0,7,8,-2,7,2,7","2,6,-1,6,10,7,1,8,-2,7,2,7",false,
S1C1264,3,diatonic,"4,3,2,4,1,0,3,1,4,0,5,0",shifted,swapped,-1,6,"7,4,2,7,0,-3,4,0,7,-3,9,-3","7,4,2,7,0,4,-3,0,7,-3,9,-3","7,4,2,7,0,-3,3,0,7,-3,9,-3",false,
S1C1264,3,diatonic,"4,5,3,2,3,1,5,0,1,0,1,0",shifted,swapped,-1,5,"6,9,4,2,4,-1,9,-3,-1,-3,-1,-3","6,9,4,2,4,9,-1,-3,-1,-3,-1,-3","6,9,4,2,4,-2,9,-3,-1,-3,-1,-3",false,
S1C1264,3,chromatic,"7,3,0,3,7,2,1,0,7,6,4,5",shifted,swapped,-1,5,"9,4,-2,4,9,3,-1,-2,9,8,6,7","9,4,-2,4,9,-1,3,-2,9,8,6,7","9,4,-2,4,9,2,-1,-2,9,8,6,7",false,
S1C1264,3,diatonic,"0,1,2,4,2,4,5,3,2,0,1,4",swapped,shifted,1,6,"-3,-1,2,7,2,7,9,4,2,-3,-1,7","-3,-1,2,7,2,9,7,4,2,-3,-1,7","-3,-1,2,7,2,7,10,4,2,-3,-1,7",false,
S1C1264,3,diatonic,"3,5,4,5,2,4,5,3,5,0,5,1",shifted,swapped,-1,6,"4,9,7,9,2,7,9,4,9,-3,9,0","4,9,7,9,2,9,7,4,9,-3,9,0","4,9,7,9,2,7,8,4,9,-3,9,0",false,
S1C1264,3,diatonic,"0,1,0,1,0,1,2,3,2,4,5,1",shifted,swapped,1,5,"-3,-1,-3,-1,-3,-1,1,4,1,6,9,-1","-3,-1,-3,-1,-3,1,-1,4,1,6,9,-1","-3,-1,-3,-1,-3,0,1,4,1,6,9,-1",false,
S1C1264,3,chromatic,"0,2,5,7,4,3,2,6,3,0,3,1",shifted,swapped,-1,6,"-2,1,8,10,7,3,1,9,3,-2,3,-1","-2,1,8,10,7,1,3,9,3,-2,3,-1","-2,1,8,10,7,3,0,9,3,-2,3,-1",false,
S1C1264,3,chromatic,"7,4,5,4,3,0,7,4,2,1,5,6",swapped,shifted,1,6,"8,2,6,2,1,-2,8,2,0,-1,6,7","8,2,6,2,1,8,-2,2,0,-1,6,7","8,2,6,2,1,-2,9,2,0,-1,6,7",false,
S1C1264,3,chromatic,"1,0,2,5,4,7,8,3,8,4,2,6",shifted,swapped,-1,5,"0,-1,1,5,4,8,10,3,10,4,1,6","0,-1,1,5,4,10,8,3,10,4,1,6","0,-1,1,5,4,7,10,3,10,4,1,6",false,
S1C1264,3,diatonic,"0,2,3,2,1,0,4,3,1,2,1,2",swapped,shifted,1,6,"-3,2,5,2,0,-3,7,5,0,2,0,2","-3,2,5,2,0,7,-3,5,0,2,0,2","-3,2,5,2,0,-3,8,5,0,2,0,2",false,
S1C1264,3,chromatic,"7,6,3,1,0,4,6,5,2,3,4,3",shifted,swapped,-1,6,"10,7,1,-1,-2,2,7,5,0,1,2,1","10,7,1,-1,-2,7,2,5,0,1,2,1","10,7,1,-1,-2,2,6,5,0,1,2,1",false,
S1C1264,3,diatonic,"2,1,3,1,4,3,0,5,4,0,4,2",shifted,swapped,-1,5,"2,-1,4,-1,6,4,-3,9,6,-3,6,2","2,-1,4,-1,6,-3,4,9,6,-3,6,2","2,-1,4,-1,6,3,-3,9,6,-3,6,2",false,
S1C1264,3,diatonic,"4,2,3,0,3,2,5,0,4,0,1,3",swapped,shifted,1,6,"7,2,4,-3,4,2,9,-3,7,-3,-1,4","7,2,4,-3,4,9,2,-3,7,-3,-1,4","7,2,4,-3,4,2,10,-3,7,-3,-1,4",false,
S1C1264,3,chromatic,"3,4,6,1,3,4,0,1,2,5,0,4",swapped,shifted,-1,5,"3,6,8,0,3,6,-1,0,2,7,-1,6","3,6,8,0,3,-1,6,0,2,7,-1,6","3,6,8,0,3,5,-1,0,2,7,-1,6",false,
S1C1264,3,chromatic,"5,2,4,6,4,7,3,1,0,7,6,3",shifted,swapped,1,6,"5,0,4,6,4,8,2,-1,-2,8,6,2","5,0,4,6,4,2,8,-1,-2,8,6,2","5,0,4,6,4,8,3,-1,-2,8,6,2",false,
S1C1264,3,chromatic,"7,3,4,1,2,5,6,0,5,4,6,5",swapped,shifted,1,5,"10,5,6,-1,0,7,9,-2,7,6,9,7","10,5,6,-1,0,9,7,-2,7,6,9,7","10,5,6,-1,0,8,9,-2,7,6,9,7",false,
S1C1264,3,chromatic,"1,3,0,2,5,2,6,4,7,4,5,1",swapped,shifted,1,5,"1,5,-2,3,7,3,8,6,10,6,7,1","1,5,-2,3,7,8,3,6,10,6,7,1","1,5,-2,3,7,4,8,6,10,6,7,1",false,
S1C1264,3,diatonic,"1,3,2,3,2,3,0,2,4,0,1,3",swapped,shifted,-1,5,"1,6,4,6,4,6,-1,4,9,-1,1,6","1,6,4,6,4,-1,6,4,9,-1,1,6","1,6,4,6,4,5,-1,4,9,-1,1,6",false,
