Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1659,4,chromatic,"0,3,7,4,1,8,5,3,0,2,6,0,3,2,4,2",shifted,swapped,-1,7,"-1,4,9,5,1,10,6,4,-1,2,8,-1,4,2,5,2","-1,4,9,5,1,10,6,-1,4,2,8,-1,4,2,5,2","-1,4,9,5,1,10,6,3,-1,2,8,-1,4,2,5,2",false,
S1C1659,4,diatonic,"4,5,3,0,1,5,1,0,2,5,3,2,1,4,0,3",swapped,shifted,1,7,"8,10,5,-2,1,10,1,-2,3,10,5,3,1,8,-2,5","8,10,5,-2,1,10,1,3,-2,10,5,3,1,8,-2,5","8,10,5,-2,1,10,1,-1,3,10,5,3,1,8,-2,5",false,
S1C1659,4,chromatic,"2,0,2,6,8,1,3,5,9,4,7,4,3,0,5,0",swapped,shifted,1,7,"1,-1,1,8,10,0,2,5,11,3,9,3,2,-1,5,-1","1,-1,1,8,10,0,2,11,5,3,9,3,2,-1,5,-1","1,-1,1,8,10,0,2,6,11,3,9,3,2,-1,5,-1",false,
S1C1659,4,diatonic,"5,3,2,1,0,4,5,2,4,0,3,4,1,3,1,5",swapped,shifted,-1,8,"10,6,3,1,-2,8,10,3,8,-2,6,8,1,6,1,10","10,6,3,1,-2,8,10,8,3,-2,6,8,1,6,1,10","10,6,3,1,-2,8,10,3,7,-2,6,8,1,6,1,10",false,
S1C1659,4,chromatic,"2,0,3,8,6,7,6,2,8,1,9,10,5,4,2,5",swapped,shifted,-1,8,"1,-1,2,8,5,6,5,1,8,0,9,11,4,3,1,4","1,-1,2,8,5,6,5,8,1,0,9,11,4,3,1,4","1,-1,2,8,5,6,5,1,7,0,9,11,4,3,1,4",false,
S1C1659,4,diatonic,"4,3,0,2,3,4,3,1,0,2,3,1,3,0,4,3",shifted,swapped,1,7,"10,8,1,6,8,10,8,3,1,6,8,3,8,1,10,8","10,8,1,6,8,10,8,1,3,6,8,3,8,1,10,8","10,8,1,6,8,10,8,4,1,6,8,3,8,1,10,8",false,
S1C1659,4,chromatic,"8,9,7,0,6,5,3,8,9,4,5,7,4,1,2,7",shifted,swapped,-1,8,"9,11,7,-1,5,4,2,9,11,3,4,7,3,0,1,7","9,11,7,-1,5,4,2,11,9,3,4,7,3,0,1,7","9,11,7,-1,5,4,2,9,10,3,4,7,3,0,1,7",false,
S1C1659,4,diatonic,"5,4,3,2,3,0,2,1,5,3,1,2,3,1,2,0",shifted,swapped,-1,7,"10,7,5,2,5,-2,2,0,10,5,0,2,5,0,2,-2","10,7,5,2,5,-2,2,10,0,5,0,2,5,0,2,-2","10,7,5,2,5,-2,2,-1,10,5,0,2,5,0,2,-2",false,
S1C1659,4,diatonic,"2,0,1,0,3,1,4,5,2,1,0,3,2,1,3,0",shifted,swapped,-1,8,"3,-2,0,-2,5,0,7,10,3,0,-2,5,3,0,5,-2","3,-2,0,-2,5,0,7,3,10,0,-2,5,3,0,5,-2","3,-2,0,-2,5,0,7,10,2,0,-2,5,3,0,5,-2",false,
S1C1659,4,diatonic,"4,2,5,4,3,2,5,0,1,4,3,0,5,4,2,4",shifted,swapped,-1,8,"7,3,10,7,5,3,10,-2,0,7,5,-2,10,7,3,7","7,3,10,7,5,3,10,0,-2,7,5,-2,10,7,3,7","7,3,10,7,5,3,10,-2,-1,7,5,-2,10,7,3,7",false,
S1C1659,4,diatonic,"3,2,1,4,2,1,4,1,2,3,4,2,3,0,4,2",shifted,swapped,1,8,"8,5,3,10,5,3,10,3,5,8,10,5,8,0,10,5","8,5,3,10,5,3,10,5,3,8,10,5,8,0,10,5","8,5,3,10,5,3,10,3,6,8,10,5,8,0,10,5",false,
S1C1659,4,chromatic,"6,5,4,8,7,1,6,7,2,0,1,3,8,0,2,6",shifted,swapped,-1,8,"7,5,4,10,8,0,7,8,2,-1,0,3,10,-1,2,7","7,5,4,10,8,0,7,2,8,-1,0,3,10,-1,2,7","7,5,4,10,8,0,7,8,1,-1,0,3,10,-1,2,7",false,
S1C1659,4,chromatic,"5,6,4,0,3,7,3,8,9,3,8,2,8,3,6,1",shifted,swapped,-1,7,"6,7,5,-1,3,8,3,10,11,3,10,2,10,3,7,0","6,7,5,-1,3,8,3,11,10,3,10,2,10,3,7,0","6,7,5,-1,3,8,3,9,11,3,10,2,10,3,7,0",false,
S1C1659,4,diatonic,"3,4,3,0,2,4,0,4,5,1,5,3,4,0,4,2",swapped,shifted,1,8,"5,8,5,-2,3,8,-2,8,10,0,10,5,8,-2,8,3","5,8,5,-2,3,8,-2,10,8,0,10,5,8,-2,8,3","5,8,5,-2,3,8,-2,8,11,0,10,5,8,-2,8,3",false,
