Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1607,3,diatonic,"5,4,3,5,2,0,2,5,3,2,5,4,1,3,5,0",shifted,swapped,1,8,"10,7,5,10,2,-2,2,10,5,2,10,7,0,5,10,-2","10,7,5,10,2,-2,2,5,10,2,10,7,0,5,10,-2","10,7,5,10,2,-2,2,10,6,2,10,7,0,5,10,-2",false,
S1C1607,3,diatonic,"0,2,3,2,4,0,3,5,1,4,1,3,0,5,3,5",shifted,swapped,1,8,"-2,3,5,3,7,-2,5,10,0,7,0,5,-2,10,5,10","-2,3,5,3,7,-2,5,0,10,7,0,5,-2,10,5,10","-2,3,5,3,7,-2,5,10,1,7,0,5,-2,10,5,10",false,
S1C1607,3,diatonic,"5,4,2,3,1,4,0,2,1,4,0,1,5,3,0,4",swapped,shifted,1,7,"10,8,3,5,0,8,-2,3,0,8,-2,0,10,5,-2,8","10,8,3,5,0,8,-2,0,3,8,-2,0,10,5,-2,8","10,8,3,5,0,8,-2,4,0,8,-2,0,10,5,-2,8",false,
S1C1607,3,diatonic,"0,1,3,4,3,5,1,0,2,3,1,4,0,4,5,0",swapped,shifted,-1,7,"-2,1,6,8,6,10,1,-2,3,6,1,8,-2,8,10,-2","-2,1,6,8,6,10,1,3,-2,6,1,8,-2,8,10,-2","-2,1,6,8,6,10,1,-3,3,6,1,8,-2,8,10,-2",false,
S1C1607,3,chromatic,"3,5,2,7,1,0,1,3,9,4,8,6,8,0,4,5",shifted,swapped,1,7,"6,10,5,13,4,3,4,6,15,8,14,11,14,3,8,10","6,10,5,13,4,3,4,15,6,8,14,11,14,3,8,10","6,10,5,13,4,3,4,7,15,8,14,11,14,3,8,10",false,
S1C1607,3,chromatic,"1,3,7,9,6,4,5,4,1,0,2,3,8,2,4,6",shifted,swapped,-1,7,"4,7,12,14,11,9,10,9,4,3,5,7,13,5,9,11","4,7,12,14,11,9,10,4,9,3,5,7,13,5,9,11","4,7,12,14,11,9,10,8,4,3,5,7,13,5,9,11",false,
S1C1607,3,chromatic,"4,0,1,6,2,8,4,2,7,1,3,0,3,9,5,0",swapped,shifted,1,8,"8,3,5,10,6,14,8,6,11,5,7,3,7,15,9,3","8,3,5,10,6,14,8,11,6,5,7,3,7,15,9,3","8,3,5,10,6,14,8,6,12,5,7,3,7,15,9,3",false,
S1C1607,3,chromatic,"6,3,4,6,3,0,1,8,5,7,2,0,7,9,4,9",swapped,shifted,-1,8,"11,7,8,11,7,3,4,13,10,12,5,3,12,15,8,15","11,7,8,11,7,3,4,10,13,12,5,3,12,15,8,15","11,7,8,11,7,3,4,13,9,12,5,3,12,15,8,15",false,
S1C1607,3,chromatic,"4,6,9,3,7,5,1,5,2,0,5,8,4,5,3,7",shifted,swapped,-1,8,"8,10,15,7,13,9,4,9,6,3,9,14,8,9,7,13","8,10,15,7,13,9,4,6,9,3,9,14,8,9,7,13","8,10,15,7,13,9,4,9,5,3,9,14,8,9,7,13",false,
S1C1607,3,chromatic,"7,2,8,2,3,0,7,0,9,3,1,10,5,7,6,4",swapped,shifted,1,8,"11,5,12,5,6,3,11,3,13,6,4,15,9,11,10,7","11,5,12,5,6,3,11,13,3,6,4,15,9,11,10,7","11,5,12,5,6,3,11,3,14,6,4,15,9,11,10,7",false,
S1C1607,3,chromatic,"3,4,7,2,7,3,5,2,3,1,6,1,7,1,7,0",swapped,shifted,-1,7,"9,11,14,7,14,9,12,7,9,4,13,4,14,4,14,3","9,11,14,7,14,9,12,9,7,4,13,4,14,4,14,3","9,11,14,7,14,9,12,6,9,4,13,4,14,4,14,3",false,
S1C1607,3,chromatic,"1,4,6,8,5,8,1,7,9,2,0,5,0,7,3,7",swapped,shifted,1,7,"4,8,11,14,9,14,4,12,15,6,3,9,3,12,7,12","4,8,11,14,9,14,4,15,12,6,3,9,3,12,7,12","4,8,11,14,9,14,4,13,15,6,3,9,3,12,7,12",false,
S1C1607,3,diatonic,"1,2,4,5,3,4,3,0,1,2,5,1,2,1,4,2",swapped,shifted,1,7,"1,3,8,10,5,8,5,-2,1,3,10,1,3,1,8,3","1,3,8,10,5,8,5,1,-2,3,10,1,3,1,8,3","1,3,8,10,5,8,5,-1,1,3,10,1,3,1,8,3",false,
S1C1607,3,chromatic,"9,6,7,4,1,8,0,6,5,9,2,1,3,9,0,6",shifted,swapped,1,7,"15,10,12,8,4,13,3,10,9,15,6,4,7,15,3,10","15,10,12,8,4,13,3,9,10,15,6,4,7,15,3,10","15,10,12,8,4,13,3,11,9,15,6,4,7,15,3,10",false,
S1C1607,3,chromatic,"6,3,2,3,6,2,6,4,5,0,8,1,7,1,4,6",shifted,swapped,-1,8,"12,8,6,8,12,6,12,9,11,3,15,5,13,5,9,12","12,8,6,8,12,6,12,11,9,3,15,5,13,5,9,12","12,8,6,8,12,6,12,9,10,3,15,5,13,5,9,12",false,
