Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0865,2,diatonic,"3,2,3,4,1,3,0,2",shifted,swapped,-1,3,"10,8,10,13,5,10,3,8","10,8,10,5,13,10,3,8","10,8,10,12,5,10,3,8",false,
S1C0865,2,chromatic,"4,6,3,0,2,1,5,7",swapped,shifted,-1,4,"6,8,5,-2,4,2,7,9","6,8,5,4,-2,2,7,9","6,8,5,-2,3,2,7,9",false,
S1C0865,2,chromatic,"4,1,2,0,3,4,3,4",swapped,shifted,1,4,"9,4,5,3,7,9,7,9","9,4,5,7,3,9,7,9","9,4,5,3,8,9,7,9",false,
S1C0865,2,chromatic,"4,0,2,5,4,1,3,6",shifted,swapped,-1,3,"3,-2,1,8,3,-1,2,10","3,-2,1,3,8,-1,2,10","3,-2,1,7,3,-1,2,10",false,
S1C0865,2,diatonic,"5,3,0,1,4,2,4,3",shifted,swapped,1,4,"13,8,1,3,11,6,11,8","13,8,1,11,3,6,11,8","13,8,1,3,12,6,11,8",false,
S1C0865,2,chromatic,"1,0,2,3,4,5,4,1",swapped,shifted,1,4,"-1,-2,0,3,4,9,4,-1","-1,-2,0,4,3,9,4,-1","-1,-2,0,3,5,9,4,-1",false,
S1C0865,2,diatonic,"3,1,4,1,2,3,4,0",shifted,swapped,-1,3,"10,6,13,6,8,10,13,3","10,6,13,8,6,10,13,3","10,6,13,5,8,10,13,3",false,
S1C0865,2,diatonic,"1,3,4,2,1,4,0,1",swapped,shifted,-1,3,"6,11,13,9,6,13,4,6","6,11,13,6,9,13,4,6","6,11,13,8,6,13,4,6",false,
S1C0865,2,diatonic,"0,1,3,4,1,5,2,4",shifted,swapped,1,4,"1,4,8,11,4,13,6,11","1,4,8,4,11,13,6,11","1,4,8,11,5,13,6,11",false,
S1C0865,2,chromatic,"5,2,0,1,4,0,2,3",swapped,shifted,-1,4,"8,2,0,1,5,0,2,3","8,2,0,5,1,0,2,3","8,2,0,1,4,0,2,3",false,
S1C0865,2,chromatic,"1,2,4,0,1,5,1,3",shifted,swapped,-1,4,"1,3,6,-1,1,9,1,5","1,3,6,1,-1,9,1,5","1,3,6,-1,0,9,1,5",false,
S1C0865,2,chromatic,"2,1,0,1,3,5,3,4",swapped,shifted,-1,3,"4,3,-2,3,6,10,6,9","4,3,-2,6,3,10,6,9","4,3,-2,2,6,10,6,9",false,
S1C0865,2,diatonic,"0,1,0,3,2,5,1,4",shifted,swapped,1,3,"1,4,1,9,6,13,4,11","1,4,1,6,9,13,4,11","1,4,1,10,6,13,4,11",false,
S1C0865,2,diatonic,"3,2,4,2,0,1,4,2",swapped,shifted,-1,4,"11,8,13,8,4,6,13,8","11,8,13,4,8,6,13,8","11,8,13,8,3,6,13,8",false,
S1C0865,2,diatonic,"0,2,1,2,4,0,1,3",swapped,shifted,1,4,"1,5,3,5,10,1,3,8","1,5,3,10,5,1,3,8","1,5,3,5,11,1,3,8",false,
S1C0865,2,diatonic,"0,1,2,1,0,3,2,4",swapped,shifted,1,4,"3,6,8,6,3,11,8,13","3,6,8,3,6,11,8,13","3,6,8,6,4,11,8,13",false,
S1C0865,2,chromatic,"3,1,0,4,5,1,2,1",shifted,swapped,1,3,"5,1,0,8,10,1,4,1","5,1,0,10,8,1,4,1","5,1,0,9,10,1,4,1",false,
S1C0865,2,chromatic,"6,5,7,4,0,3,1,2",shifted,swapped,1,3,"9,7,10,5,-2,4,-1,3","9,7,10,-2,5,4,-1,3","9,7,10,6,-2,4,-1,3",false,
S1C0865,2,diatonic,"4,2,3,1,0,4,0,1",swapped,shifted,-1,3,"10,6,8,3,1,10,1,3","10,6,8,1,3,10,1,3","10,6,8,2,1,10,1,3",false,
S1C0865,2,chromatic,"3,2,0,1,4,6,2,5",shifted,swapped,1,3,"4,2,-1,0,5,7,2,6","4,2,-1,5,0,7,2,6","4,2,-1,1,5,7,2,6",false,
