Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0832,6,diatonic,"0,2,4,3,2,1,0,4",shifted,swapped,-1,4,"-1,4,9,6,4,1,-1,9","-1,4,9,4,6,1,-1,9","-1,4,9,6,3,1,-1,9",false,
S1C0832,6,diatonic,"0,2,4,2,0,3,4,1",swapped,shifted,1,3,"-3,2,6,2,-3,4,6,-1","-3,2,6,-3,2,4,6,-1","-3,2,6,3,-3,4,6,-1",false,
S1C0832,6,diatonic,"3,1,0,3,4,0,1,2",swapped,shifted,1,4,"7,2,0,7,9,0,2,5","7,2,0,9,7,0,2,5","7,2,0,7,10,0,2,5",false,
S1C0832,6,chromatic,"1,2,0,3,5,1,6,4",shifted,swapped,1,4,"4,5,1,6,8,4,10,7","4,5,1,8,6,4,10,7","4,5,1,6,9,4,10,7",false,
S1C0832,6,diatonic,"1,3,0,2,3,5,4,3",swapped,shifted,-1,3,"-1,4,-3,2,4,9,6,4","-1,4,-3,4,2,9,6,4","-1,4,-3,1,4,9,6,4",false,
S1C0832,6,diatonic,"0,1,0,2,4,5,3,5",swapped,shifted,-1,3,"-3,0,-3,2,7,9,4,9","-3,0,-3,7,2,9,4,9","-3,0,-3,1,7,9,4,9",false,
S1C0832,6,chromatic,"0,4,1,3,2,0,2,5",swapped,shifted,-1,4,"-2,3,-1,2,1,-2,1,10","-2,3,-1,1,2,-2,1,10","-2,3,-1,2,0,-2,1,10",false,
S1C0832,6,chromatic,"6,3,0,3,1,5,2,4",shifted,swapped,1,3,"9,4,-2,4,0,8,2,6","9,4,-2,0,4,8,2,6","9,4,-2,5,0,8,2,6",false,
S1C0832,6,chromatic,"2,5,6,5,1,4,3,0",swapped,shifted,1,3,"2,6,8,6,0,5,4,-1","2,6,8,0,6,5,4,-1","2,6,8,7,0,5,4,-1",false,
S1C0832,6,chromatic,"0,1,3,5,2,4,0,6",swapped,shifted,1,4,"-1,4,7,9,5,8,-1,10","-1,4,7,5,9,8,-1,10","-1,4,7,9,6,8,-1,10",false,
S1C0832,6,chromatic,"1,0,4,6,3,2,5,0",swapped,shifted,-1,4,"0,-1,4,8,3,1,7,-1","0,-1,4,3,8,1,7,-1","0,-1,4,8,2,1,7,-1",false,
S1C0832,6,chromatic,"1,0,3,5,4,2,0,6",swapped,shifted,-1,3,"0,-2,5,9,6,2,-2,10","0,-2,5,6,9,2,-2,10","0,-2,5,8,6,2,-2,10",false,
S1C0832,6,diatonic,"1,2,0,3,4,0,2,5",swapped,shifted,1,4,"-1,1,-3,4,6,-3,1,9","-1,1,-3,6,4,-3,1,9","-1,1,-3,4,7,-3,1,9",false,
S1C0832,6,diatonic,"2,0,2,1,3,0,4,3",shifted,swapped,1,4,"2,-3,2,-1,4,-3,7,4","2,-3,2,4,-1,-3,7,4","2,-3,2,-1,5,-3,7,4",false,
S1C0832,6,diatonic,"1,2,4,3,1,5,1,0",shifted,swapped,-1,3,"0,2,7,5,0,9,0,-3","0,2,7,0,5,9,0,-3","0,2,7,4,0,9,0,-3",false,
S1C0832,6,chromatic,"1,2,5,0,3,4,0,5",shifted,swapped,-1,3,"3,4,9,2,5,7,2,9","3,4,9,5,2,7,2,9","3,4,9,1,5,7,2,9",false,
S1C0832,6,diatonic,"0,2,5,4,1,5,3,4",shifted,swapped,1,4,"-3,2,9,7,0,9,4,7","-3,2,9,0,7,9,4,7","-3,2,9,7,1,9,4,7",false,
S1C0832,6,chromatic,"1,0,1,4,6,3,2,5",shifted,swapped,-1,3,"1,-2,1,5,9,3,2,6","1,-2,1,9,5,3,2,6","1,-2,1,4,9,3,2,6",false,
S1C0832,6,chromatic,"3,4,0,1,2,6,5,4",shifted,swapped,1,4,"4,7,0,1,2,9,8,7","4,7,0,2,1,9,8,7","4,7,0,1,3,9,8,7",false,
S1C0832,6,diatonic,"2,1,0,3,2,4,0,5",shifted,swapped,-1,3,"2,-1,-3,4,2,7,-3,9","2,-1,-3,2,4,7,-3,9","2,-1,-3,3,2,7,-3,9",false,
