Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1603,3,chromatic,"3,7,1,4,3,5,3,2,4,8,2,3,5,4,0,6",swapped,shifted,-1,8,"4,9,2,6,4,7,4,3,6,11,3,4,7,6,1,8","4,9,2,6,4,7,4,6,3,11,3,4,7,6,1,8","4,9,2,6,4,7,4,3,5,11,3,4,7,6,1,8",false,
S1C1603,3,diatonic,"5,4,2,1,3,5,3,1,4,5,0,5,2,3,2,3",shifted,swapped,-1,7,"14,11,7,4,9,14,9,4,11,14,2,14,7,9,7,9","14,11,7,4,9,14,9,11,4,14,2,14,7,9,7,9","14,11,7,4,9,14,9,3,11,14,2,14,7,9,7,9",false,
S1C1603,3,diatonic,"0,1,0,1,2,5,4,3,1,4,1,2,5,4,2,0",shifted,swapped,-1,8,"2,4,2,4,7,14,12,9,4,12,4,7,14,12,7,2","2,4,2,4,7,14,12,4,9,12,4,7,14,12,7,2","2,4,2,4,7,14,12,9,3,12,4,7,14,12,7,2",false,
S1C1603,3,diatonic,"3,4,1,4,0,2,5,3,4,2,5,4,3,5,0,2",swapped,shifted,-1,8,"9,11,4,11,2,6,14,9,11,6,14,11,9,14,2,6","9,11,4,11,2,6,14,11,9,6,14,11,9,14,2,6","9,11,4,11,2,6,14,9,10,6,14,11,9,14,2,6",false,
S1C1603,3,diatonic,"2,0,3,2,0,1,0,4,2,1,0,5,1,4,2,5",shifted,swapped,-1,7,"7,2,9,7,2,5,2,12,7,5,2,14,5,12,7,14","7,2,9,7,2,5,2,7,12,5,2,14,5,12,7,14","7,2,9,7,2,5,2,11,7,5,2,14,5,12,7,14",false,
S1C1603,3,chromatic,"4,2,5,0,6,3,2,1,6,7,9,8,6,8,3,4",shifted,swapped,1,7,"5,3,6,0,7,4,3,1,7,8,12,9,7,9,4,5","5,3,6,0,7,4,3,7,1,8,12,9,7,9,4,5","5,3,6,0,7,4,3,2,7,8,12,9,7,9,4,5",false,
S1C1603,3,diatonic,"5,4,3,5,1,5,1,0,4,3,4,0,4,0,5,2",swapped,shifted,1,7,"14,12,10,14,5,14,5,2,12,10,12,2,12,2,14,7","14,12,10,14,5,14,5,12,2,10,12,2,12,2,14,7","14,12,10,14,5,14,5,3,12,10,12,2,12,2,14,7",false,
S1C1603,3,chromatic,"1,4,7,6,3,5,7,0,6,4,3,4,6,2,6,7",shifted,swapped,1,8,"2,5,11,9,4,8,11,0,9,5,4,5,9,3,9,11","2,5,11,9,4,8,11,9,0,5,4,5,9,3,9,11","2,5,11,9,4,8,11,0,10,5,4,5,9,3,9,11",false,
S1C1603,3,chromatic,"6,4,3,5,8,0,2,5,9,2,5,4,7,9,7,1",swapped,shifted,-1,7,"8,5,4,7,10,0,3,7,11,3,7,5,9,11,9,1","8,5,4,7,10,0,3,11,7,3,7,5,9,11,9,1","8,5,4,7,10,0,3,6,11,3,7,5,9,11,9,1",false,
S1C1603,3,chromatic,"6,3,0,1,5,4,1,0,7,2,1,5,0,6,7,0",shifted,swapped,-1,7,"8,4,0,1,6,5,1,0,10,2,1,6,0,8,10,0","8,4,0,1,6,5,1,10,0,2,1,6,0,8,10,0","8,4,0,1,6,5,1,-1,10,2,1,6,0,8,10,0",false,
