Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1610,2,chromatic,"8,6,5,2,7,0,8,4,0,5,3,1,2,1,3,0",shifted,swapped,1,7,"9,7,5,0,8,-2,9,2,-2,5,1,-1,0,-1,1,-2","9,7,5,0,8,-2,9,-2,2,5,1,-1,0,-1,1,-2","9,7,5,0,8,-2,9,3,-2,5,1,-1,0,-1,1,-2",false,
S1C1610,2,chromatic,"7,8,3,7,4,8,2,1,5,4,6,7,3,1,0,5",swapped,shifted,1,8,"8,9,2,8,3,9,1,-2,5,3,7,8,2,-2,-3,5","8,9,2,8,3,9,1,5,-2,3,7,8,2,-2,-3,5","8,9,2,8,3,9,1,-2,6,3,7,8,2,-2,-3,5",false,
S1C1610,2,diatonic,"2,0,1,4,1,2,4,2,3,1,3,4,2,3,2,4",swapped,shifted,-1,7,"6,1,3,10,3,6,10,6,8,3,8,10,6,8,6,10","6,1,3,10,3,6,10,8,6,3,8,10,6,8,6,10","6,1,3,10,3,6,10,5,8,3,8,10,6,8,6,10",false,
S1C1610,2,diatonic,"5,3,1,3,5,1,2,0,4,1,4,2,5,3,5,2",shifted,swapped,1,7,"13,9,4,9,13,4,6,1,11,4,11,6,13,9,13,6","13,9,4,9,13,4,6,11,1,4,11,6,13,9,13,6","13,9,4,9,13,4,6,2,11,4,11,6,13,9,13,6",false,
S1C1610,2,chromatic,"6,2,0,3,5,6,0,5,1,6,5,6,5,8,7,4",swapped,shifted,-1,8,"7,1,-3,2,5,7,-3,5,0,7,5,7,5,9,8,3","7,1,-3,2,5,7,-3,0,5,7,5,7,5,9,8,3","7,1,-3,2,5,7,-3,5,-1,7,5,7,5,9,8,3",false,
S1C1610,2,diatonic,"3,5,4,2,4,1,2,0,4,1,4,3,2,3,5,1",swapped,shifted,-1,8,"8,13,11,6,11,3,6,1,11,3,11,8,6,8,13,3","8,13,11,6,11,3,6,11,1,3,11,8,6,8,13,3","8,13,11,6,11,3,6,1,10,3,11,8,6,8,13,3",false,
S1C1610,2,diatonic,"0,1,4,1,3,2,5,3,1,4,3,5,1,4,3,0",swapped,shifted,-1,8,"1,4,11,4,9,6,13,9,4,11,9,13,4,11,9,1","1,4,11,4,9,6,13,4,9,11,9,13,4,11,9,1","1,4,11,4,9,6,13,9,3,11,9,13,4,11,9,1",false,
S1C1610,2,chromatic,"0,1,2,1,2,7,3,5,2,4,5,2,6,1,0,3",shifted,swapped,1,7,"-3,-1,0,-1,0,7,1,4,0,3,4,0,6,-1,-3,1","-3,-1,0,-1,0,7,1,0,4,3,4,0,6,-1,-3,1","-3,-1,0,-1,0,7,1,5,0,3,4,0,6,-1,-3,1",false,
S1C1610,2,diatonic,"4,3,5,3,5,4,0,4,3,2,4,1,0,2,4,1",swapped,shifted,1,7,"10,8,13,8,13,10,1,10,8,5,10,3,1,5,10,3","10,8,13,8,13,10,1,8,10,5,10,3,1,5,10,3","10,8,13,8,13,10,1,11,8,5,10,3,1,5,10,3",false,
S1C1610,2,diatonic,"4,2,3,5,2,3,1,2,3,1,4,3,2,1,5,0",shifted,swapped,1,7,"11,6,8,13,6,8,4,6,8,4,11,8,6,4,13,1","11,6,8,13,6,8,4,8,6,4,11,8,6,4,13,1","11,6,8,13,6,8,4,7,8,4,11,8,6,4,13,1",false,
S1C1610,2,chromatic,"0,2,1,7,5,0,3,6,1,4,1,0,8,6,0,6",swapped,shifted,1,8,"-3,1,-1,7,4,-3,2,6,-1,3,-1,-3,8,6,-3,6","-3,1,-1,7,4,-3,2,-1,6,3,-1,-3,8,6,-3,6","-3,1,-1,7,4,-3,2,6,0,3,-1,-3,8,6,-3,6",false,
S1C1610,2,diatonic,"1,2,4,1,2,5,2,3,0,1,5,2,4,1,4,0",shifted,swapped,1,8,"4,6,11,4,6,13,6,8,1,4,13,6,11,4,11,1","4,6,11,4,6,13,6,1,8,4,13,6,11,4,11,1","4,6,11,4,6,13,6,8,2,4,13,6,11,4,11,1",false,
S1C1610,2,chromatic,"0,5,6,0,1,2,8,4,3,6,7,9,0,6,2,7",shifted,swapped,-1,7,"-2,4,6,-2,-1,0,8,3,1,6,7,9,-2,6,0,7","-2,4,6,-2,-1,0,8,1,3,6,7,9,-2,6,0,7","-2,4,6,-2,-1,0,8,2,1,6,7,9,-2,6,0,7",false,
S1C1610,2,chromatic,"4,8,7,6,3,2,7,6,3,2,1,0,5,1,5,8",shifted,swapped,-1,8,"3,8,7,6,2,0,7,6,2,0,-2,-3,5,-2,5,8","3,8,7,6,2,0,7,2,6,0,-2,-3,5,-2,5,8","3,8,7,6,2,0,7,6,1,0,-2,-3,5,-2,5,8",false,
S1C1610,2,chromatic,"6,10,6,4,5,4,8,9,1,6,8,2,0,3,7,9",shifted,swapped,-1,7,"4,9,4,1,2,1,6,8,-2,4,6,-1,-3,0,5,8","4,9,4,1,2,1,6,-2,8,4,6,-1,-3,0,5,8","4,9,4,1,2,1,6,7,-2,4,6,-1,-3,0,5,8",false,
S1C1610,2,chromatic,"6,5,7,8,4,7,1,4,0,1,2,3,7,8,0,5",swapped,shifted,-1,8,"4,3,7,9,2,7,-2,2,-3,-2,-1,0,7,9,-3,3","4,3,7,9,2,7,-2,-3,2,-2,-1,0,7,9,-3,3","4,3,7,9,2,7,-2,2,-4,-2,-1,0,7,9,-3,3",false,
S1C1610,2,chromatic,"2,7,9,10,4,8,4,5,8,6,3,2,0,7,1,6",swapped,shifted,1,7,"0,6,8,9,2,7,2,3,7,5,1,0,-3,6,-2,5","0,6,8,9,2,7,2,7,3,5,1,0,-3,6,-2,5","0,6,8,9,2,7,2,4,7,5,1,0,-3,6,-2,5",false,
S1C1610,2,diatonic,"3,1,2,3,1,5,2,1,0,4,1,5,4,1,3,4",shifted,swapped,-1,7,"8,3,6,8,3,13,6,3,1,10,3,13,10,3,8,10","8,3,6,8,3,13,6,1,3,10,3,13,10,3,8,10","8,3,6,8,3,13,6,2,1,10,3,13,10,3,8,10",false,
S1C1610,2,diatonic,"4,5,3,1,3,5,4,3,2,4,5,0,2,5,1,0",shifted,swapped,1,8,"10,13,8,3,8,13,10,8,5,10,13,1,5,13,3,1","10,13,8,3,8,13,10,5,8,10,13,1,5,13,3,1","10,13,8,3,8,13,10,8,6,10,13,1,5,13,3,1",false,
S1C1610,2,diatonic,"4,2,4,2,3,5,1,5,0,4,1,0,4,2,4,1",swapped,shifted,-1,8,"11,6,11,6,8,13,3,13,1,11,3,1,11,6,11,3","11,6,11,6,8,13,3,1,13,11,3,1,11,6,11,3","11,6,11,6,8,13,3,13,0,11,3,1,11,6,11,3",false,
