Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0817,4,diatonic,"5,3,0,1,2,5,3,4",shifted,swapped,1,4,"9,4,-3,-1,2,9,4,6","9,4,-3,2,-1,9,4,6","9,4,-3,-1,3,9,4,6",false,
S1C0817,4,chromatic,"2,1,4,0,3,5,1,3",swapped,shifted,1,4,"3,0,6,-2,4,8,0,4","3,0,6,4,-2,8,0,4","3,0,6,-2,5,8,0,4",false,
S1C0817,4,chromatic,"4,3,0,4,3,1,2,5",swapped,shifted,1,3,"7,5,2,7,5,3,4,9","7,5,2,5,7,3,4,9","7,5,2,8,5,3,4,9",false,
S1C0817,4,chromatic,"4,3,5,1,4,0,2,1",swapped,shifted,-1,4,"5,3,6,-2,5,-3,-1,-2","5,3,6,5,-2,-3,-1,-2","5,3,6,-2,4,-3,-1,-2",false,
S1C0817,4,diatonic,"1,2,3,0,4,2,3,5",swapped,shifted,-1,3,"-1,1,4,-3,6,1,4,9","-1,1,4,6,-3,1,4,9","-1,1,4,-4,6,1,4,9",false,
S1C0817,4,chromatic,"1,2,0,3,5,1,4,5",swapped,shifted,-1,3,"-1,0,-3,2,8,-1,3,8","-1,0,-3,8,2,-1,3,8","-1,0,-3,1,8,-1,3,8",false,
S1C0817,4,diatonic,"3,2,3,2,0,4,1,4",shifted,swapped,1,4,"7,5,7,5,0,9,2,9","7,5,7,0,5,9,2,9","7,5,7,5,1,9,2,9",false,
S1C0817,4,chromatic,"3,4,2,0,1,3,1,2",shifted,swapped,1,4,"6,9,5,-3,-2,6,-2,5","6,9,5,-2,-3,6,-2,5","6,9,5,-3,-1,6,-2,5",false,
S1C0817,4,diatonic,"0,1,3,2,4,3,0,5",swapped,shifted,-1,4,"-3,-1,4,2,7,4,-3,9","-3,-1,4,7,2,4,-3,9","-3,-1,4,2,6,4,-3,9",false,
S1C0817,4,diatonic,"2,4,1,2,3,4,2,0",shifted,swapped,-1,3,"1,6,-1,1,4,6,1,-3","1,6,-1,4,1,6,1,-3","1,6,-1,0,4,6,1,-3",false,
S1C0817,4,diatonic,"3,1,3,2,0,3,4,5",shifted,swapped,-1,4,"4,-1,4,2,-3,4,6,9","4,-1,4,-3,2,4,6,9","4,-1,4,2,-4,4,6,9",false,
S1C0817,4,diatonic,"1,0,1,3,2,1,2,4",shifted,swapped,1,3,"0,-3,0,5,2,0,2,7","0,-3,0,2,5,0,2,7","0,-3,0,6,2,0,2,7",false,
S1C0817,4,chromatic,"5,6,4,2,0,3,1,0",shifted,swapped,-1,3,"6,7,5,1,-3,4,-1,-3","6,7,5,-3,1,4,-1,-3","6,7,5,0,-3,4,-1,-3",false,
S1C0817,4,chromatic,"4,3,2,4,3,0,1,4",shifted,swapped,-1,4,"9,8,6,9,8,0,5,9","9,8,6,8,9,0,5,9","9,8,6,9,7,0,5,9",false,
S1C0817,4,diatonic,"1,2,0,2,4,1,3,4",swapped,shifted,1,4,"2,4,-1,4,9,2,7,9","2,4,-1,9,4,2,7,9","2,4,-1,4,10,2,7,9",false,
S1C0817,4,diatonic,"3,1,2,1,3,4,0,1",swapped,shifted,1,3,"7,2,4,2,7,9,0,2","7,2,4,7,2,9,0,2","7,2,4,3,7,9,0,2",false,
S1C0817,4,chromatic,"3,4,5,1,2,0,3,4",swapped,shifted,1,4,"4,5,6,0,1,-2,4,5","4,5,6,1,0,-2,4,5","4,5,6,0,2,-2,4,5",false,
S1C0817,4,diatonic,"4,3,2,5,3,1,0,4",swapped,shifted,-1,3,"7,4,2,9,4,0,-3,7","7,4,2,4,9,0,-3,7","7,4,2,8,4,0,-3,7",false,
S1C0817,4,chromatic,"2,0,1,4,6,2,5,3",shifted,swapped,-1,3,"1,-3,-2,4,8,1,5,2","1,-3,-2,8,4,1,5,2","1,-3,-2,3,8,1,5,2",false,
S1C0817,4,chromatic,"4,3,4,2,0,1,4,1",shifted,swapped,1,3,"9,8,9,5,-3,0,9,0","9,8,9,-3,5,0,9,0","9,8,9,6,-3,0,9,0",false,
