Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1637,4,diatonic,"3,2,0,2,4,1,2,1,3,0,2,3,0,2,4,1",swapped,shifted,-1,7,"8,6,1,6,11,3,6,3,8,1,6,8,1,6,11,3","8,6,1,6,11,3,6,8,3,1,6,8,1,6,11,3","8,6,1,6,11,3,6,2,8,1,6,8,1,6,11,3",false,
S1C1637,4,diatonic,"3,4,3,4,5,4,2,3,1,5,0,5,3,1,0,4",shifted,swapped,-1,7,"7,9,7,9,11,9,4,7,2,11,-1,11,7,2,-1,9","7,9,7,9,11,9,4,2,7,11,-1,11,7,2,-1,9","7,9,7,9,11,9,4,6,2,11,-1,11,7,2,-1,9",false,
S1C1637,4,chromatic,"1,4,1,5,7,2,1,9,6,10,8,3,1,0,8,9",swapped,shifted,-1,8,"0,3,0,4,7,1,0,9,6,10,8,2,0,-1,8,9","0,3,0,4,7,1,0,6,9,10,8,2,0,-1,8,9","0,3,0,4,7,1,0,9,5,10,8,2,0,-1,8,9",false,
S1C1637,4,chromatic,"1,5,1,0,6,5,8,2,3,7,4,6,8,1,6,1",swapped,shifted,1,7,"0,6,0,-1,7,6,10,1,3,9,4,7,10,0,7,0","0,6,0,-1,7,6,10,3,1,9,4,7,10,0,7,0","0,6,0,-1,7,6,10,2,3,9,4,7,10,0,7,0",false,
S1C1637,4,diatonic,"0,1,2,4,2,3,2,4,3,0,4,5,4,2,1,2",shifted,swapped,-1,8,"-1,1,4,8,4,6,4,8,6,-1,8,11,8,4,1,4","-1,1,4,8,4,6,4,6,8,-1,8,11,8,4,1,4","-1,1,4,8,4,6,4,8,5,-1,8,11,8,4,1,4",false,
S1C1637,4,diatonic,"1,0,3,1,4,1,3,5,2,1,5,4,0,1,5,3",swapped,shifted,1,7,"1,-1,6,1,8,1,6,11,3,1,11,8,-1,1,11,6","1,-1,6,1,8,1,6,3,11,1,11,8,-1,1,11,6","1,-1,6,1,8,1,6,12,3,1,11,8,-1,1,11,6",false,
S1C1637,4,chromatic,"8,9,8,5,2,4,3,7,0,8,1,4,6,2,1,8",shifted,swapped,1,7,"10,11,10,6,1,4,3,8,-1,10,0,4,7,1,0,10","10,11,10,6,1,4,3,-1,8,10,0,4,7,1,0,10","10,11,10,6,1,4,3,9,-1,10,0,4,7,1,0,10",false,
S1C1637,4,diatonic,"5,4,2,4,3,4,1,3,5,2,5,0,1,3,0,2",swapped,shifted,1,8,"11,9,4,9,7,9,2,7,11,4,11,-1,2,7,-1,4","11,9,4,9,7,9,2,11,7,4,11,-1,2,7,-1,4","11,9,4,9,7,9,2,7,12,4,11,-1,2,7,-1,4",false,
S1C1637,4,diatonic,"0,1,3,2,0,2,1,4,0,2,1,3,2,5,1,5",swapped,shifted,-1,8,"-1,2,6,4,-1,4,2,9,-1,4,2,6,4,11,2,11","-1,2,6,4,-1,4,2,-1,9,4,2,6,4,11,2,11","-1,2,6,4,-1,4,2,9,-2,4,2,6,4,11,2,11",false,
S1C1637,4,chromatic,"5,4,2,1,4,2,0,6,5,1,5,3,6,0,5,6",shifted,swapped,1,7,"8,6,2,1,6,2,0,9,8,1,8,4,9,0,8,9","8,6,2,1,6,2,0,8,9,1,8,4,9,0,8,9","8,6,2,1,6,2,0,10,8,1,8,4,9,0,8,9",false,
S1C1637,4,diatonic,"5,4,3,1,4,0,1,4,0,3,5,4,3,2,4,2",swapped,shifted,1,7,"11,9,6,1,9,-1,1,9,-1,6,11,9,6,4,9,4","11,9,6,1,9,-1,1,-1,9,6,11,9,6,4,9,4","11,9,6,1,9,-1,1,10,-1,6,11,9,6,4,9,4",false,
S1C1637,4,diatonic,"2,0,2,3,4,0,4,3,1,2,3,0,3,1,5,2",shifted,swapped,-1,8,"4,-1,4,6,8,-1,8,6,1,4,6,-1,6,1,11,4","4,-1,4,6,8,-1,8,1,6,4,6,-1,6,1,11,4","4,-1,4,6,8,-1,8,6,0,4,6,-1,6,1,11,4",false,
S1C1637,4,diatonic,"0,2,0,3,2,1,4,1,3,2,1,3,1,2,0,5",shifted,swapped,1,8,"-1,4,-1,6,4,2,9,2,6,4,2,6,2,4,-1,11","-1,4,-1,6,4,2,9,6,2,4,2,6,2,4,-1,11","-1,4,-1,6,4,2,9,2,7,4,2,6,2,4,-1,11",false,
S1C1637,4,diatonic,"2,0,3,4,3,4,5,0,4,2,1,2,4,3,2,1",shifted,swapped,1,7,"4,-1,6,9,6,9,11,-1,9,4,1,4,9,6,4,1","4,-1,6,9,6,9,11,9,-1,4,1,4,9,6,4,1","4,-1,6,9,6,9,11,0,9,4,1,4,9,6,4,1",false,
S1C1637,4,chromatic,"3,4,7,5,0,6,3,7,5,2,1,5,8,0,2,0",shifted,swapped,-1,7,"3,4,9,6,-1,7,3,9,6,2,0,6,10,-1,2,-1","3,4,9,6,-1,7,3,6,9,2,0,6,10,-1,2,-1","3,4,9,6,-1,7,3,8,6,2,0,6,10,-1,2,-1",false,
S1C1637,4,chromatic,"9,5,1,2,9,8,0,4,9,6,7,1,4,3,7,9",swapped,shifted,-1,7,"10,6,0,1,10,9,-1,5,10,7,8,0,5,2,8,10","10,6,0,1,10,9,-1,10,5,7,8,0,5,2,8,10","10,6,0,1,10,9,-1,4,10,7,8,0,5,2,8,10",false,
S1C1637,4,chromatic,"5,4,6,5,6,0,5,2,7,1,10,8,3,9,7,6",shifted,swapped,1,8,"4,3,5,4,5,-1,4,1,6,0,11,8,2,10,6,5","4,3,5,4,5,-1,4,6,1,0,11,8,2,10,6,5","4,3,5,4,5,-1,4,1,7,0,11,8,2,10,6,5",false,
S1C1637,4,chromatic,"6,4,3,2,7,3,0,5,4,7,5,3,6,2,1,5",swapped,shifted,-1,8,"9,7,5,4,10,5,2,8,7,10,8,5,9,4,3,8","9,7,5,4,10,5,2,7,8,10,8,5,9,4,3,8","9,7,5,4,10,5,2,8,6,10,8,5,9,4,3,8",false,
S1C1637,4,chromatic,"6,9,5,3,0,2,4,8,1,7,5,6,4,5,4,0",swapped,shifted,1,8,"8,11,7,5,-1,4,6,10,2,9,7,8,6,7,6,-1","8,11,7,5,-1,4,6,2,10,9,7,8,6,7,6,-1","8,11,7,5,-1,4,6,10,3,9,7,8,6,7,6,-1",false,
