Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1624,5,chromatic,"5,7,6,4,3,0,2,6,7,2,5,1,0,3,6,4",shifted,swapped,1,8,"8,10,9,7,6,1,4,9,10,4,8,2,1,6,9,7","8,10,9,7,6,1,4,10,9,4,8,2,1,6,9,7","8,10,9,7,6,1,4,9,11,4,8,2,1,6,9,7",false,
S1C1624,5,diatonic,"3,4,2,1,3,2,3,2,4,1,0,3,4,5,0,3",swapped,shifted,-1,8,"6,8,3,1,6,3,6,3,8,1,-2,6,8,10,-2,6","6,8,3,1,6,3,6,8,3,1,-2,6,8,10,-2,6","6,8,3,1,6,3,6,3,7,1,-2,6,8,10,-2,6",false,
S1C1624,5,diatonic,"1,3,2,3,2,1,4,3,5,0,5,3,5,2,3,2",swapped,shifted,-1,8,"0,5,3,5,3,0,7,5,10,-2,10,5,10,3,5,3","0,5,3,5,3,0,7,10,5,-2,10,5,10,3,5,3","0,5,3,5,3,0,7,5,9,-2,10,5,10,3,5,3",false,
S1C1624,5,diatonic,"1,0,2,1,4,3,2,5,4,1,5,4,5,1,4,5",shifted,swapped,-1,8,"0,-2,2,0,7,5,2,10,7,0,10,7,10,0,7,10","0,-2,2,0,7,5,2,7,10,0,10,7,10,0,7,10","0,-2,2,0,7,5,2,10,6,0,10,7,10,0,7,10",false,
S1C1624,5,diatonic,"5,3,0,2,3,5,4,3,5,4,1,2,1,0,2,5",shifted,swapped,1,8,"10,5,-2,3,5,10,8,5,10,8,0,3,0,-2,3,10","10,5,-2,3,5,10,8,10,5,8,0,3,0,-2,3,10","10,5,-2,3,5,10,8,5,11,8,0,3,0,-2,3,10",false,
S1C1624,5,diatonic,"0,1,3,5,3,4,0,4,5,3,2,0,1,0,2,1",shifted,swapped,-1,7,"-2,0,5,10,5,7,-2,7,10,5,3,-2,0,-2,3,0","-2,0,5,10,5,7,-2,10,7,5,3,-2,0,-2,3,0","-2,0,5,10,5,7,-2,6,10,5,3,-2,0,-2,3,0",false,
S1C1624,5,chromatic,"2,1,3,8,6,0,2,3,1,4,5,6,0,3,0,7",shifted,swapped,1,7,"2,1,4,12,9,0,2,4,1,7,8,9,0,4,0,10","2,1,4,12,9,0,2,1,4,7,8,9,0,4,0,10","2,1,4,12,9,0,2,5,1,7,8,9,0,4,0,10",false,
S1C1624,5,chromatic,"8,2,4,2,6,0,2,7,1,2,5,9,4,3,6,3",swapped,shifted,-1,8,"10,4,6,4,8,0,4,9,3,4,7,11,6,5,8,5","10,4,6,4,8,0,4,3,9,4,7,11,6,5,8,5","10,4,6,4,8,0,4,9,2,4,7,11,6,5,8,5",false,
S1C1624,5,diatonic,"1,3,0,2,3,4,2,4,1,0,5,0,2,4,0,1",shifted,swapped,1,8,"1,5,-2,3,5,8,3,8,1,-2,10,-2,3,8,-2,1","1,5,-2,3,5,8,3,1,8,-2,10,-2,3,8,-2,1","1,5,-2,3,5,8,3,8,2,-2,10,-2,3,8,-2,1",false,
S1C1624,5,chromatic,"7,9,4,7,8,7,0,6,8,2,8,4,3,6,5,1",shifted,swapped,1,7,"9,12,5,9,11,9,1,7,11,3,11,5,4,7,6,2","9,12,5,9,11,9,1,11,7,3,11,5,4,7,6,2","9,12,5,9,11,9,1,8,11,3,11,5,4,7,6,2",false,
