Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1612,4,chromatic,"0,4,5,1,4,0,6,2,5,0,4,0,7,3,6,4",swapped,shifted,-1,8,"-1,3,5,0,3,-1,6,1,5,-1,3,-1,9,2,6,3","-1,3,5,0,3,-1,6,5,1,-1,3,-1,9,2,6,3","-1,3,5,0,3,-1,6,1,4,-1,3,-1,9,2,6,3",false,
S1C1612,4,diatonic,"1,3,0,2,3,0,3,4,1,0,1,2,0,2,3,1",swapped,shifted,1,7,"1,5,-2,3,5,-2,5,8,1,-2,1,3,-2,3,5,1","1,5,-2,3,5,-2,5,1,8,-2,1,3,-2,3,5,1","1,5,-2,3,5,-2,5,9,1,-2,1,3,-2,3,5,1",false,
S1C1612,4,diatonic,"2,1,4,5,3,2,3,2,4,0,1,2,4,2,1,3",shifted,swapped,-1,7,"3,0,7,10,5,3,5,3,7,-2,0,3,7,3,0,5","3,0,7,10,5,3,5,7,3,-2,0,3,7,3,0,5","3,0,7,10,5,3,5,2,7,-2,0,3,7,3,0,5",false,
S1C1612,4,chromatic,"1,6,9,7,4,2,0,3,7,5,6,1,4,3,8,3",shifted,swapped,-1,8,"0,6,10,8,3,1,-1,2,8,4,6,0,3,2,9,2","0,6,10,8,3,1,-1,8,2,4,6,0,3,2,9,2","0,6,10,8,3,1,-1,2,7,4,6,0,3,2,9,2",false,
S1C1612,4,chromatic,"1,2,6,4,6,2,9,3,0,5,7,6,8,7,3,6",swapped,shifted,1,7,"0,1,6,4,6,1,11,2,-1,5,7,6,9,7,2,6","0,1,6,4,6,1,11,-1,2,5,7,6,9,7,2,6","0,1,6,4,6,1,11,3,-1,5,7,6,9,7,2,6",false,
S1C1612,4,diatonic,"3,4,2,3,4,2,3,1,2,4,1,0,1,0,3,2",swapped,shifted,1,8,"7,10,5,7,10,5,7,2,5,10,2,0,2,0,7,5","7,10,5,7,10,5,7,5,2,10,2,0,2,0,7,5","7,10,5,7,10,5,7,2,6,10,2,0,2,0,7,5",false,
S1C1612,4,chromatic,"5,4,5,3,4,3,0,6,1,5,2,5,1,7,0,3",shifted,swapped,1,7,"7,5,7,3,5,3,0,8,1,7,2,7,1,10,0,3","7,5,7,3,5,3,0,1,8,7,2,7,1,10,0,3","7,5,7,3,5,3,0,9,1,7,2,7,1,10,0,3",false,
S1C1612,4,diatonic,"5,4,5,4,1,3,0,5,2,0,3,5,3,1,5,2",shifted,swapped,-1,7,"10,8,10,8,0,5,-2,10,3,-2,5,10,5,0,10,3","10,8,10,8,0,5,-2,3,10,-2,5,10,5,0,10,3","10,8,10,8,0,5,-2,9,3,-2,5,10,5,0,10,3",false,
S1C1612,4,chromatic,"0,2,6,9,5,8,7,1,6,5,4,9,6,3,0,6",shifted,swapped,1,7,"0,3,7,10,6,9,8,1,7,6,5,10,7,4,0,7","0,3,7,10,6,9,8,7,1,6,5,10,7,4,0,7","0,3,7,10,6,9,8,2,7,6,5,10,7,4,0,7",false,
S1C1612,4,chromatic,"6,8,7,4,3,0,5,7,2,1,9,7,8,1,4,9",shifted,swapped,-1,8,"8,10,9,6,3,-1,7,9,2,0,11,9,10,0,6,11","8,10,9,6,3,-1,7,2,9,0,11,9,10,0,6,11","8,10,9,6,3,-1,7,9,1,0,11,9,10,0,6,11",false,
S1C1612,4,chromatic,"5,6,7,2,0,1,4,6,5,0,3,6,2,4,0,5",swapped,shifted,-1,8,"9,10,11,3,1,2,5,10,9,1,4,10,3,5,1,9","9,10,11,3,1,2,5,9,10,1,4,10,3,5,1,9","9,10,11,3,1,2,5,10,8,1,4,10,3,5,1,9",false,
S1C1612,4,chromatic,"5,6,3,5,7,1,2,7,3,6,5,7,1,7,4,0",swapped,shifted,1,8,"8,9,4,8,11,2,3,11,4,9,8,11,2,11,7,0","8,9,4,8,11,2,3,4,11,9,8,11,2,11,7,0","8,9,4,8,11,2,3,11,5,9,8,11,2,11,7,0",false,
S1C1612,4,chromatic,"6,3,1,0,1,5,6,3,5,4,0,3,4,0,4,2",swapped,shifted,1,7,"11,5,2,0,2,10,11,5,10,7,0,5,7,0,7,3","11,5,2,0,2,10,11,10,5,7,0,5,7,0,7,3","11,5,2,0,2,10,11,6,10,7,0,5,7,0,7,3",false,
S1C1612,4,diatonic,"3,4,2,4,1,2,5,2,3,0,1,4,0,4,3,5",swapped,shifted,1,8,"5,7,3,7,0,3,10,3,5,-2,0,7,-2,7,5,10","5,7,3,7,0,3,10,5,3,-2,0,7,-2,7,5,10","5,7,3,7,0,3,10,3,6,-2,0,7,-2,7,5,10",false,
S1C1612,4,diatonic,"4,3,1,0,3,1,4,1,3,0,1,5,3,2,1,3",shifted,swapped,-1,8,"8,6,1,-2,6,1,8,1,6,-2,1,10,6,3,1,6","8,6,1,-2,6,1,8,6,1,-2,1,10,6,3,1,6","8,6,1,-2,6,1,8,1,5,-2,1,10,6,3,1,6",false,
S1C1612,4,diatonic,"2,1,3,4,3,5,3,4,0,3,5,0,2,5,1,0",shifted,swapped,1,7,"3,1,6,8,6,10,6,8,-2,6,10,-2,3,10,1,-2","3,1,6,8,6,10,6,-2,8,6,10,-2,3,10,1,-2","3,1,6,8,6,10,6,9,-2,6,10,-2,3,10,1,-2",false,
S1C1612,4,diatonic,"1,0,3,2,5,4,1,3,5,4,3,1,2,1,2,4",shifted,swapped,-1,8,"1,-2,5,3,10,8,1,5,10,8,5,1,3,1,3,8","1,-2,5,3,10,8,1,10,5,8,5,1,3,1,3,8","1,-2,5,3,10,8,1,5,9,8,5,1,3,1,3,8",false,
S1C1612,4,diatonic,"2,1,4,1,2,3,2,3,5,4,0,1,3,5,3,5",swapped,shifted,1,7,"2,0,7,0,2,5,2,5,10,7,-2,0,5,10,5,10","2,0,7,0,2,5,2,10,5,7,-2,0,5,10,5,10","2,0,7,0,2,5,2,6,10,7,-2,0,5,10,5,10",false,
S1C1612,4,diatonic,"1,0,1,0,2,1,4,0,3,5,3,2,3,5,4,0",swapped,shifted,-1,8,"0,-2,0,-2,3,0,8,-2,5,10,5,3,5,10,8,-2","0,-2,0,-2,3,0,8,5,-2,10,5,3,5,10,8,-2","0,-2,0,-2,3,0,8,-2,4,10,5,3,5,10,8,-2",false,
S1C1612,4,chromatic,"4,6,9,5,2,4,7,0,6,1,6,4,1,0,8,3",shifted,swapped,-1,7,"4,7,11,5,1,4,8,-1,7,0,7,4,0,-1,9,3","4,7,11,5,1,4,8,7,-1,0,7,4,0,-1,9,3","4,7,11,5,1,4,8,-2,7,0,7,4,0,-1,9,3",false,
