Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0830,6,diatonic,"0,2,3,5,4,3,2,1",shifted,swapped,-1,3,"-1,4,6,11,9,6,4,1","-1,4,6,9,11,6,4,1","-1,4,6,10,9,6,4,1",false,
S1C0830,6,diatonic,"1,3,1,2,0,1,5,4",shifted,swapped,-1,4,"1,6,1,3,-1,1,11,8","1,6,1,-1,3,1,11,8","1,6,1,3,-2,1,11,8",false,
S1C0830,6,diatonic,"0,1,3,4,5,3,0,2",swapped,shifted,-1,3,"-1,1,6,8,11,6,-1,4","-1,1,6,11,8,6,-1,4","-1,1,6,7,11,6,-1,4",false,
S1C0830,6,chromatic,"0,3,6,5,1,4,2,0",swapped,shifted,1,3,"-1,5,10,8,0,7,2,-1","-1,5,10,0,8,7,2,-1","-1,5,10,9,0,7,2,-1",false,
S1C0830,6,chromatic,"1,4,2,0,6,5,2,3",shifted,swapped,1,3,"5,8,6,2,10,9,6,7","5,8,6,10,2,9,6,7","5,8,6,3,10,9,6,7",false,
S1C0830,6,diatonic,"4,2,3,0,2,1,2,0",shifted,swapped,1,4,"9,4,7,-1,4,2,4,-1","9,4,7,4,-1,2,4,-1","9,4,7,-1,5,2,4,-1",false,
S1C0830,6,chromatic,"0,2,6,3,1,4,2,5",shifted,swapped,1,4,"-2,2,9,4,0,6,2,7","-2,2,9,0,4,6,2,7","-2,2,9,4,1,6,2,7",false,
S1C0830,6,diatonic,"5,4,2,5,3,1,0,3",swapped,shifted,1,3,"11,9,4,11,6,2,-1,6","11,9,4,6,11,2,-1,6","11,9,4,12,6,2,-1,6",false,
S1C0830,6,chromatic,"5,4,2,0,3,6,1,4",swapped,shifted,1,4,"8,7,2,-2,3,9,0,7","8,7,2,3,-2,9,0,7","8,7,2,-2,4,9,0,7",false,
S1C0830,6,diatonic,"3,4,1,0,3,4,2,1",swapped,shifted,1,3,"9,11,4,1,9,11,6,4","9,11,4,9,1,11,6,4","9,11,4,2,9,11,6,4",false,
S1C0830,6,chromatic,"5,4,1,5,2,3,0,6",shifted,swapped,-1,3,"9,6,1,9,4,5,0,10","9,6,1,4,9,5,0,10","9,6,1,8,4,5,0,10",false,
S1C0830,6,chromatic,"5,1,3,4,7,2,6,0",swapped,shifted,1,3,"8,2,5,6,10,3,9,0","8,2,5,10,6,3,9,0","8,2,5,7,10,3,9,0",false,
S1C0830,6,chromatic,"5,4,3,5,1,2,3,0",swapped,shifted,-1,4,"10,8,5,10,1,2,5,-1","10,8,5,1,10,2,5,-1","10,8,5,10,0,2,5,-1",false,
S1C0830,6,diatonic,"0,2,1,0,3,1,4,1",swapped,shifted,-1,3,"-1,4,2,-1,6,2,9,2","-1,4,2,6,-1,2,9,2","-1,4,2,-2,6,2,9,2",false,
S1C0830,6,chromatic,"0,1,5,2,4,6,3,1",swapped,shifted,-1,4,"-2,0,7,1,6,9,3,0","-2,0,7,6,1,9,3,0","-2,0,7,1,5,9,3,0",false,
S1C0830,6,diatonic,"0,1,2,0,3,5,4,5",shifted,swapped,1,4,"-1,1,4,-1,6,11,8,11","-1,1,4,6,-1,11,8,11","-1,1,4,-1,7,11,8,11",false,
S1C0830,6,chromatic,"5,3,4,1,3,0,2,1",shifted,swapped,-1,4,"10,7,8,1,7,0,2,1","10,7,8,7,1,0,2,1","10,7,8,1,6,0,2,1",false,
S1C0830,6,chromatic,"3,2,1,4,0,1,5,6",shifted,swapped,-1,3,"1,0,-1,3,-2,-1,7,10","1,0,-1,-2,3,-1,7,10","1,0,-1,2,-2,-1,7,10",false,
S1C0830,6,diatonic,"3,5,4,1,2,0,2,5",shifted,swapped,1,4,"6,11,8,1,3,-1,3,11","6,11,8,3,1,-1,3,11","6,11,8,1,4,-1,3,11",false,
S1C0830,6,diatonic,"4,5,3,1,0,2,4,3",swapped,shifted,-1,4,"9,11,7,2,-1,4,9,7","9,11,7,-1,2,4,9,7","9,11,7,2,-2,4,9,7",false,
