Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1202,5,diatonic,"5,4,2,3,5,1,4,5,3,0,2,1",shifted,swapped,-1,6,"10,8,3,6,10,1,8,10,6,-2,3,1","10,8,3,6,10,8,1,10,6,-2,3,1","10,8,3,6,10,1,7,10,6,-2,3,1",false,
S1C1202,5,chromatic,"2,3,4,6,1,7,5,1,7,8,6,0",shifted,swapped,-1,6,"2,3,4,7,1,9,6,1,9,10,7,-1","2,3,4,7,1,6,9,1,9,10,7,-1","2,3,4,7,1,9,5,1,9,10,7,-1",false,
S1C1202,5,diatonic,"2,4,5,4,0,1,2,3,0,1,5,0",shifted,swapped,1,5,"3,7,10,7,-2,0,3,5,-2,0,10,-2","3,7,10,7,-2,3,0,5,-2,0,10,-2","3,7,10,7,-2,1,3,5,-2,0,10,-2",false,
S1C1202,5,chromatic,"5,3,4,8,6,9,2,0,9,1,2,7",swapped,shifted,-1,6,"5,2,4,8,6,10,1,-2,10,-1,1,7","5,2,4,8,6,1,10,-2,10,-1,1,7","5,2,4,8,6,10,0,-2,10,-1,1,7",false,
S1C1202,5,chromatic,"7,9,4,7,2,0,6,8,1,5,3,7",shifted,swapped,1,6,"8,10,4,8,0,-2,6,9,-1,5,3,8","8,10,4,8,0,6,-2,9,-1,5,3,8","8,10,4,8,0,-2,7,9,-1,5,3,8",false,
S1C1202,5,chromatic,"6,4,2,1,0,5,7,6,0,2,4,3",shifted,swapped,1,5,"8,2,0,-1,-2,3,9,8,-2,0,2,1","8,2,0,-1,-2,9,3,8,-2,0,2,1","8,2,0,-1,-2,4,9,8,-2,0,2,1",false,
S1C1202,5,chromatic,"4,3,4,7,1,0,4,5,6,7,2,4",swapped,shifted,-1,6,"3,1,3,8,-1,-2,3,4,5,8,0,3","3,1,3,8,-1,3,-2,4,5,8,0,3","3,1,3,8,-1,-2,2,4,5,8,0,3",false,
S1C1202,5,diatonic,"0,1,2,1,2,5,4,1,5,3,4,1",shifted,swapped,1,5,"-2,0,2,0,2,10,7,0,10,5,7,0","-2,0,2,0,2,7,10,0,10,5,7,0","-2,0,2,0,2,11,7,0,10,5,7,0",false,
S1C1202,5,chromatic,"0,4,3,7,2,6,5,8,7,1,3,1",shifted,swapped,-1,5,"-2,2,1,8,0,7,3,9,8,-1,1,-1","-2,2,1,8,0,3,7,9,8,-1,1,-1","-2,2,1,8,0,6,3,9,8,-1,1,-1",false,
S1C1202,5,chromatic,"6,3,2,1,5,2,4,3,6,7,1,0",swapped,shifted,1,5,"9,5,2,0,8,2,6,5,9,10,0,-1","9,5,2,0,8,6,2,5,9,10,0,-1","9,5,2,0,8,3,6,5,9,10,0,-1",false,
S1C1202,5,diatonic,"0,2,4,1,4,2,1,3,4,0,3,1",swapped,shifted,-1,5,"1,5,10,3,10,5,3,8,10,1,8,3","1,5,10,3,10,3,5,8,10,1,8,3","1,5,10,3,10,4,3,8,10,1,8,3",false,
S1C1202,5,diatonic,"1,3,4,5,3,0,2,3,4,3,5,3",swapped,shifted,-1,5,"1,5,8,10,5,-2,3,5,8,5,10,5","1,5,8,10,5,3,-2,5,8,5,10,5","1,5,8,10,5,-3,3,5,8,5,10,5",false,
S1C1202,5,diatonic,"4,3,2,5,3,5,2,3,0,3,1,2",swapped,shifted,-1,6,"7,5,2,10,5,10,2,5,-2,5,0,2","7,5,2,10,5,2,10,5,-2,5,0,2","7,5,2,10,5,10,1,5,-2,5,0,2",false,
S1C1202,5,diatonic,"3,2,0,1,4,2,5,1,5,4,1,0",swapped,shifted,1,5,"5,3,-2,0,8,3,10,0,10,8,0,-2","5,3,-2,0,8,10,3,0,10,8,0,-2","5,3,-2,0,8,4,10,0,10,8,0,-2",false,
S1C1202,5,diatonic,"4,2,4,2,4,3,1,0,5,4,1,3",swapped,shifted,1,6,"8,3,8,3,8,5,0,-2,10,8,0,5","8,3,8,3,8,0,5,-2,10,8,0,5","8,3,8,3,8,5,1,-2,10,8,0,5",false,
S1C1202,5,chromatic,"5,7,4,7,2,6,0,3,8,1,2,6",swapped,shifted,1,5,"6,9,5,9,2,7,-1,4,10,0,2,7","6,9,5,9,2,-1,7,4,10,0,2,7","6,9,5,9,2,8,-1,4,10,0,2,7",false,
S1C1202,5,diatonic,"0,1,2,5,1,2,5,4,3,4,5,1",shifted,swapped,-1,6,"-2,1,3,10,1,3,10,8,6,8,10,1","-2,1,3,10,1,10,3,8,6,8,10,1","-2,1,3,10,1,3,9,8,6,8,10,1",false,
S1C1202,5,chromatic,"3,5,7,4,0,6,2,3,5,4,2,1",shifted,swapped,1,6,"3,6,10,4,-2,8,0,3,6,4,0,-1","3,6,10,4,-2,0,8,3,6,4,0,-1","3,6,10,4,-2,8,1,3,6,4,0,-1",false,
S1C1202,5,chromatic,"3,0,1,5,4,0,6,2,0,1,5,2",swapped,shifted,-1,5,"1,-2,-1,5,2,-2,7,0,-2,-1,5,0","1,-2,-1,5,2,7,-2,0,-2,-1,5,0","1,-2,-1,5,2,-3,7,0,-2,-1,5,0",false,
S1C1202,5,diatonic,"2,4,1,4,3,5,2,0,5,0,1,0",shifted,swapped,1,6,"3,7,0,7,5,10,3,-2,10,-2,0,-2","3,7,0,7,5,3,10,-2,10,-2,0,-2","3,7,0,7,5,10,4,-2,10,-2,0,-2",false,
