Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1251,5,chromatic,"7,5,6,2,3,7,4,5,3,1,0,3",shifted,swapped,-1,5,"11,8,9,4,5,11,6,8,5,0,-1,5","11,8,9,4,5,6,11,8,5,0,-1,5","11,8,9,4,5,10,6,8,5,0,-1,5",false,
S1C1251,5,diatonic,"2,0,1,2,3,4,1,0,3,1,3,1",shifted,swapped,-1,6,"5,0,3,5,7,10,3,0,7,3,7,3","5,0,3,5,7,3,10,0,7,3,7,3","5,0,3,5,7,10,2,0,7,3,7,3",false,
S1C1251,5,diatonic,"5,4,2,3,1,0,4,5,1,0,4,0",swapped,shifted,-1,6,"10,8,3,5,0,-2,8,10,0,-2,8,-2","10,8,3,5,0,8,-2,10,0,-2,8,-2","10,8,3,5,0,-2,7,10,0,-2,8,-2",false,
S1C1251,5,diatonic,"0,2,0,3,0,4,2,5,1,4,1,2",shifted,swapped,1,6,"-2,2,-2,5,-2,7,2,10,0,7,0,2","-2,2,-2,5,-2,2,7,10,0,7,0,2","-2,2,-2,5,-2,7,3,10,0,7,0,2",false,
S1C1251,5,diatonic,"1,3,4,1,3,1,5,3,0,4,2,4",shifted,swapped,-1,6,"1,6,8,1,6,1,10,6,-2,8,3,8","1,6,8,1,6,10,1,6,-2,8,3,8","1,6,8,1,6,1,9,6,-2,8,3,8",false,
S1C1251,5,chromatic,"5,3,1,4,8,6,2,5,7,0,8,4",swapped,shifted,1,6,"7,5,0,6,10,8,2,7,9,-1,10,6","7,5,0,6,10,2,8,7,9,-1,10,6","7,5,0,6,10,8,3,7,9,-1,10,6",false,
S1C1251,5,chromatic,"9,5,3,8,9,4,1,6,5,2,0,7",shifted,swapped,1,6,"11,7,3,10,11,5,0,8,7,2,-1,9","11,7,3,10,11,0,5,8,7,2,-1,9","11,7,3,10,11,5,1,8,7,2,-1,9",false,
S1C1251,5,diatonic,"3,2,3,0,1,4,2,3,4,1,2,0",swapped,shifted,-1,6,"8,5,8,1,3,10,5,8,10,3,5,1","8,5,8,1,3,5,10,8,10,3,5,1","8,5,8,1,3,10,4,8,10,3,5,1",false,
S1C1251,5,chromatic,"5,1,2,7,2,5,3,6,4,3,0,8",shifted,swapped,1,6,"8,2,4,10,4,8,5,9,7,5,0,11","8,2,4,10,4,5,8,9,7,5,0,11","8,2,4,10,4,8,6,9,7,5,0,11",false,
S1C1251,5,chromatic,"2,3,0,1,4,2,3,6,4,7,5,7",shifted,swapped,1,5,"4,6,-1,3,7,4,6,10,7,11,8,11","4,6,-1,3,7,6,4,10,7,11,8,11","4,6,-1,3,7,5,6,10,7,11,8,11",false,
S1C1251,5,diatonic,"0,2,1,0,2,3,5,0,1,4,1,4",swapped,shifted,1,5,"-2,3,1,-2,3,5,10,-2,1,8,1,8","-2,3,1,-2,3,10,5,-2,1,8,1,8","-2,3,1,-2,3,6,10,-2,1,8,1,8",false,
S1C1251,5,diatonic,"2,1,4,1,0,2,1,3,1,5,2,3",shifted,swapped,1,5,"3,0,7,0,-2,3,0,5,0,10,3,5","3,0,7,0,-2,0,3,5,0,10,3,5","3,0,7,0,-2,4,0,5,0,10,3,5",false,
S1C1251,5,diatonic,"3,4,3,4,1,3,5,2,0,2,1,5",shifted,swapped,-1,5,"6,8,6,8,1,6,10,3,-2,3,1,10","6,8,6,8,1,10,6,3,-2,3,1,10","6,8,6,8,1,5,10,3,-2,3,1,10",false,
S1C1251,5,chromatic,"5,2,4,1,3,2,0,3,1,5,6,1",swapped,shifted,-1,5,"8,3,7,1,5,3,0,5,1,8,9,1","8,3,7,1,5,0,3,5,1,8,9,1","8,3,7,1,5,2,0,5,1,8,9,1",false,
S1C1251,5,chromatic,"2,3,1,4,7,2,6,0,5,3,5,0",shifted,swapped,-1,6,"2,3,1,5,10,2,9,-1,7,3,7,-1","2,3,1,5,10,9,2,-1,7,3,7,-1","2,3,1,5,10,2,8,-1,7,3,7,-1",false,
S1C1251,5,diatonic,"0,2,0,1,3,0,2,4,1,2,5,0",swapped,shifted,1,5,"-2,3,-2,0,5,-2,3,8,0,3,10,-2","-2,3,-2,0,5,3,-2,8,0,3,10,-2","-2,3,-2,0,5,-1,3,8,0,3,10,-2",false,
S1C1251,5,diatonic,"4,2,3,2,4,0,3,4,3,2,1,3",swapped,shifted,1,5,"10,5,7,5,10,0,7,10,7,5,2,7","10,5,7,5,10,7,0,10,7,5,2,7","10,5,7,5,10,1,7,10,7,5,2,7",false,
S1C1251,5,chromatic,"4,1,4,0,3,2,1,6,0,5,2,1",swapped,shifted,1,5,"6,1,6,-1,5,3,1,11,-1,10,3,1","6,1,6,-1,5,1,3,11,-1,10,3,1","6,1,6,-1,5,4,1,11,-1,10,3,1",false,
S1C1251,5,chromatic,"4,1,2,5,3,7,8,1,0,8,3,6",swapped,shifted,-1,5,"6,1,2,7,4,10,11,1,-1,11,4,8","6,1,2,7,4,11,10,1,-1,11,4,8","6,1,2,7,4,9,11,1,-1,11,4,8",false,
S1C1251,5,chromatic,"0,2,4,0,4,6,5,1,6,3,7,5",swapped,shifted,-1,6,"-1,1,6,-1,6,10,8,0,10,5,11,8","-1,1,6,-1,6,8,10,0,10,5,11,8","-1,1,6,-1,6,10,7,0,10,5,11,8",false,
