Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1632,6,chromatic,"6,9,4,8,4,8,3,0,5,1,9,7,2,4,5,9",shifted,swapped,-1,7,"10,15,8,13,8,13,7,3,9,5,15,12,6,8,9,15","10,15,8,13,8,13,7,9,3,5,15,12,6,8,9,15","10,15,8,13,8,13,7,2,9,5,15,12,6,8,9,15",false,
S1C1632,6,diatonic,"2,1,4,2,4,0,2,5,1,0,1,4,5,1,3,4",shifted,swapped,1,8,"6,4,11,6,11,1,6,13,4,1,4,11,13,4,8,11","6,4,11,6,11,1,6,4,13,1,4,11,13,4,8,11","6,4,11,6,11,1,6,13,5,1,4,11,13,4,8,11",false,
S1C1632,6,chromatic,"0,4,3,1,8,6,8,3,7,1,0,3,2,0,5,6",swapped,shifted,-1,7,"5,10,9,6,15,13,15,9,14,6,5,9,7,5,12,13","5,10,9,6,15,13,15,14,9,6,5,9,7,5,12,13","5,10,9,6,15,13,15,8,14,6,5,9,7,5,12,13",false,
S1C1632,6,diatonic,"5,3,0,2,5,2,1,0,5,2,3,4,5,2,0,2",swapped,shifted,1,7,"13,8,1,5,13,5,3,1,13,5,8,10,13,5,1,5","13,8,1,5,13,5,3,13,1,5,8,10,13,5,1,5","13,8,1,5,13,5,3,2,13,5,8,10,13,5,1,5",false,
S1C1632,6,chromatic,"6,4,5,2,0,6,5,7,1,3,4,2,7,8,0,2",shifted,swapped,1,8,"13,9,11,7,4,13,11,14,5,8,9,7,14,15,4,7","13,9,11,7,4,13,11,5,14,8,9,7,14,15,4,7","13,9,11,7,4,13,11,14,6,8,9,7,14,15,4,7",false,
S1C1632,6,diatonic,"4,3,1,4,1,4,3,0,5,1,4,5,0,2,4,3",swapped,shifted,1,7,"10,8,3,10,3,10,8,1,13,3,10,13,1,6,10,8","10,8,3,10,3,10,8,13,1,3,10,13,1,6,10,8","10,8,3,10,3,10,8,2,13,3,10,13,1,6,10,8",false,
S1C1632,6,diatonic,"0,1,2,1,0,2,3,0,5,4,3,4,0,1,2,0",shifted,swapped,-1,8,"1,3,6,3,1,6,8,1,13,11,8,11,1,3,6,1","1,3,6,3,1,6,8,13,1,11,8,11,1,3,6,1","1,3,6,3,1,6,8,1,12,11,8,11,1,3,6,1",false,
S1C1632,6,diatonic,"3,4,2,4,1,4,5,1,2,4,5,0,3,4,0,3",swapped,shifted,-1,7,"9,11,6,11,4,11,13,4,6,11,13,1,9,11,1,9","9,11,6,11,4,11,13,6,4,11,13,1,9,11,1,9","9,11,6,11,4,11,13,3,6,11,13,1,9,11,1,9",false,
S1C1632,6,chromatic,"3,2,0,1,7,8,3,6,5,1,4,1,6,4,7,3",shifted,swapped,-1,8,"7,6,3,4,13,14,7,12,11,4,9,4,12,9,13,7","7,6,3,4,13,14,7,11,12,4,9,4,12,9,13,7","7,6,3,4,13,14,7,12,10,4,9,4,12,9,13,7",false,
S1C1632,6,chromatic,"7,9,4,8,7,0,5,4,2,8,2,6,9,6,1,3",swapped,shifted,1,7,"12,15,8,14,12,3,10,8,6,14,6,11,15,11,5,7","12,15,8,14,12,3,10,6,8,14,6,11,15,11,5,7","12,15,8,14,12,3,10,9,6,14,6,11,15,11,5,7",false,
