Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0801,1,diatonic,"0,2,3,1,2,0,4,5",swapped,shifted,-1,4,"-3,2,4,-1,2,-3,6,9","-3,2,4,2,-1,-3,6,9","-3,2,4,-1,1,-3,6,9",false,
S1C0801,1,chromatic,"5,6,3,4,1,0,2,5",shifted,swapped,1,4,"10,13,6,8,2,1,5,10","10,13,6,2,8,1,5,10","10,13,6,8,3,1,5,10",false,
S1C0801,1,chromatic,"6,4,1,4,3,0,5,2",swapped,shifted,1,4,"13,11,6,11,9,2,12,7","13,11,6,9,11,2,12,7","13,11,6,11,10,2,12,7",false,
S1C0801,1,chromatic,"0,3,6,1,5,4,5,2",swapped,shifted,-1,3,"3,7,12,5,10,9,10,6","3,7,12,10,5,9,10,6","3,7,12,4,10,9,10,6",false,
S1C0801,1,diatonic,"3,4,2,3,0,1,3,5",swapped,shifted,1,3,"4,7,2,4,-3,-1,4,9","4,7,2,-3,4,-1,4,9","4,7,2,5,-3,-1,4,9",false,
S1C0801,1,chromatic,"4,1,5,0,2,1,4,3",shifted,swapped,-1,4,"11,5,12,4,8,5,11,10","11,5,12,8,4,5,11,10","11,5,12,4,7,5,11,10",false,
S1C0801,1,chromatic,"0,1,4,2,6,3,5,4",swapped,shifted,1,3,"1,3,7,4,12,6,9,7","1,3,7,12,4,6,9,7","1,3,7,5,12,6,9,7",false,
S1C0801,1,diatonic,"3,4,3,4,1,2,0,1",shifted,swapped,1,3,"7,9,7,9,2,5,0,2","7,9,7,2,9,5,0,2","7,9,7,10,2,5,0,2",false,
S1C0801,1,diatonic,"1,3,2,3,0,1,3,4",swapped,shifted,-1,3,"1,6,4,6,-1,1,6,9","1,6,4,-1,6,1,6,9","1,6,4,5,-1,1,6,9",false,
S1C0801,1,diatonic,"2,0,1,0,3,4,2,4",shifted,swapped,-1,3,"2,-3,0,-3,4,7,2,7","2,-3,0,4,-3,7,2,7","2,-3,0,-4,4,7,2,7",false,
S1C0801,1,diatonic,"0,1,3,1,4,2,5,3",shifted,swapped,-1,4,"-3,0,4,0,7,2,9,4","-3,0,4,7,0,2,9,4","-3,0,4,0,6,2,9,4",false,
S1C0801,1,chromatic,"0,3,6,5,2,1,5,4",swapped,shifted,1,3,"1,6,13,11,5,2,11,8","1,6,13,5,11,2,11,8","1,6,13,12,5,2,11,8",false,
S1C0801,1,diatonic,"2,0,2,3,1,0,3,4",swapped,shifted,1,3,"2,-3,2,4,-1,-3,4,7","2,-3,2,-1,4,-3,4,7","2,-3,2,5,-1,-3,4,7",false,
S1C0801,1,chromatic,"1,2,0,2,3,5,4,5",shifted,swapped,1,4,"6,7,5,7,8,13,10,13","6,7,5,8,7,13,10,13","6,7,5,7,9,13,10,13",false,
S1C0801,1,chromatic,"0,3,6,4,5,2,1,3",shifted,swapped,-1,3,"1,7,13,9,12,6,5,7","1,7,13,12,9,6,5,7","1,7,13,8,12,6,5,7",false,
S1C0801,1,diatonic,"0,2,0,3,1,0,4,5",shifted,swapped,-1,4,"-3,2,-3,4,-1,-3,6,9","-3,2,-3,-1,4,-3,6,9","-3,2,-3,4,-2,-3,6,9",false,
S1C0801,1,diatonic,"2,3,0,1,3,0,2,4",shifted,swapped,1,4,"5,7,0,2,7,0,5,9","5,7,0,7,2,0,5,9","5,7,0,2,8,0,5,9",false,
S1C0801,1,diatonic,"3,2,4,2,5,1,0,5",swapped,shifted,1,4,"4,1,6,1,9,-1,-3,9","4,1,6,9,1,-1,-3,9","4,1,6,1,10,-1,-3,9",false,
S1C0801,1,chromatic,"3,1,5,4,1,6,0,2",swapped,shifted,-1,4,"9,7,12,11,7,13,4,8","9,7,12,7,11,13,4,8","9,7,12,11,6,13,4,8",false,
S1C0801,1,chromatic,"1,3,2,5,3,4,0,4",shifted,swapped,-1,3,"5,9,8,12,9,10,4,10","5,9,8,9,12,10,4,10","5,9,8,11,9,10,4,10",false,
