Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1653,1,diatonic,"5,4,5,2,1,0,4,2,3,5,0,2,0,1,4,2",shifted,swapped,-1,7,"11,9,11,4,2,-1,9,4,7,11,-1,4,-1,2,9,4","11,9,11,4,2,-1,9,7,4,11,-1,4,-1,2,9,4","11,9,11,4,2,-1,9,3,7,11,-1,4,-1,2,9,4",false,
S1C1653,1,chromatic,"3,7,8,4,1,8,10,0,2,7,9,5,6,7,10,1",shifted,swapped,1,8,"4,8,9,5,1,9,12,0,2,8,10,6,7,8,12,1","4,8,9,5,1,9,12,2,0,8,10,6,7,8,12,1","4,8,9,5,1,9,12,0,3,8,10,6,7,8,12,1",false,
S1C1653,1,diatonic,"4,3,0,1,0,1,3,0,4,1,5,3,0,1,0,2",shifted,swapped,-1,7,"9,6,-1,1,-1,1,6,-1,9,1,11,6,-1,1,-1,4","9,6,-1,1,-1,1,6,9,-1,1,11,6,-1,1,-1,4","9,6,-1,1,-1,1,6,-2,9,1,11,6,-1,1,-1,4",false,
S1C1653,1,diatonic,"3,4,3,5,3,2,5,0,4,2,5,1,4,1,0,2",swapped,shifted,1,8,"6,8,6,11,6,4,11,-1,8,4,11,1,8,1,-1,4","6,8,6,11,6,4,11,8,-1,4,11,1,8,1,-1,4","6,8,6,11,6,4,11,-1,9,4,11,1,8,1,-1,4",false,
S1C1653,1,chromatic,"5,3,2,4,8,1,3,6,2,3,4,9,0,2,7,3",shifted,swapped,1,8,"7,5,3,6,10,2,5,8,3,5,6,11,1,3,9,5","7,5,3,6,10,2,5,3,8,5,6,11,1,3,9,5","7,5,3,6,10,2,5,8,4,5,6,11,1,3,9,5",false,
S1C1653,1,diatonic,"2,0,2,4,1,0,4,2,0,5,3,0,3,0,5,4",swapped,shifted,-1,8,"4,-1,4,9,2,-1,9,4,-1,11,6,-1,6,-1,11,9","4,-1,4,9,2,-1,9,-1,4,11,6,-1,6,-1,11,9","4,-1,4,9,2,-1,9,4,-2,11,6,-1,6,-1,11,9",false,
S1C1653,1,chromatic,"4,7,3,4,0,5,0,6,2,4,1,8,5,3,7,8",shifted,swapped,-1,7,"6,11,5,6,0,7,0,9,2,6,1,12,7,5,11,12","6,11,5,6,0,7,0,2,9,6,1,12,7,5,11,12","6,11,5,6,0,7,0,8,2,6,1,12,7,5,11,12",false,
S1C1653,1,chromatic,"3,2,3,6,1,8,7,5,4,1,2,0,1,4,2,8",swapped,shifted,-1,7,"3,2,3,7,1,9,8,6,4,1,2,0,1,4,2,9","3,2,3,7,1,9,8,4,6,1,2,0,1,4,2,9","3,2,3,7,1,9,8,5,4,1,2,0,1,4,2,9",false,
S1C1653,1,chromatic,"2,4,6,5,6,7,0,6,2,4,8,3,1,2,3,7",shifted,swapped,-1,7,"3,7,10,8,10,11,0,10,3,7,12,5,2,3,5,11","3,7,10,8,10,11,0,3,10,7,12,5,2,3,5,11","3,7,10,8,10,11,0,9,3,7,12,5,2,3,5,11",false,
S1C1653,1,diatonic,"2,3,0,2,3,5,3,1,5,0,4,3,4,0,4,2",shifted,swapped,-1,8,"4,6,-1,4,6,11,6,1,11,-1,9,6,9,-1,9,4","4,6,-1,4,6,11,6,11,1,-1,9,6,9,-1,9,4","4,6,-1,4,6,11,6,1,10,-1,9,6,9,-1,9,4",false,
S1C1653,1,chromatic,"5,6,3,8,9,4,8,1,0,3,8,1,5,2,8,7",shifted,swapped,1,7,"7,8,5,11,12,6,11,1,0,5,11,1,7,3,11,9","7,8,5,11,12,6,11,0,1,5,11,1,7,3,11,9","7,8,5,11,12,6,11,2,0,5,11,1,7,3,11,9",false,
S1C1653,1,chromatic,"8,6,8,3,1,3,5,6,7,2,7,3,2,0,4,0",swapped,shifted,-1,8,"12,9,12,5,1,5,7,9,11,2,11,5,2,0,6,0","12,9,12,5,1,5,7,11,9,2,11,5,2,0,6,0","12,9,12,5,1,5,7,9,10,2,11,5,2,0,6,0",false,
S1C1653,1,diatonic,"4,3,5,2,3,4,1,5,3,4,0,2,3,4,1,3",shifted,swapped,1,7,"9,6,11,4,6,9,2,11,6,9,-1,4,6,9,2,6","9,6,11,4,6,9,2,6,11,9,-1,4,6,9,2,6","9,6,11,4,6,9,2,12,6,9,-1,4,6,9,2,6",false,
S1C1653,1,chromatic,"2,0,4,5,0,7,3,8,0,1,8,5,3,1,6,3",swapped,shifted,1,7,"4,1,6,7,1,9,5,10,1,2,10,7,5,2,8,5","4,1,6,7,1,9,5,1,10,2,10,7,5,2,8,5","4,1,6,7,1,9,5,11,1,2,10,7,5,2,8,5",false,
S1C1653,1,diatonic,"1,2,0,3,0,3,0,4,5,1,0,1,2,4,5,3",swapped,shifted,1,7,"1,3,-1,6,-1,6,-1,8,11,1,-1,1,3,8,11,6","1,3,-1,6,-1,6,-1,11,8,1,-1,1,3,8,11,6","1,3,-1,6,-1,6,-1,9,11,1,-1,1,3,8,11,6",false,
S1C1653,1,diatonic,"0,2,1,0,1,4,0,3,5,4,1,4,2,3,5,1",swapped,shifted,1,8,"-1,4,1,-1,1,8,-1,6,11,8,1,8,4,6,11,1","-1,4,1,-1,1,8,-1,11,6,8,1,8,4,6,11,1","-1,4,1,-1,1,8,-1,6,12,8,1,8,4,6,11,1",false,
S1C1653,1,diatonic,"0,1,0,1,2,4,3,2,1,5,1,4,5,4,5,1",swapped,shifted,-1,7,"-1,2,-1,2,4,9,7,4,2,11,2,9,11,9,11,2","-1,2,-1,2,4,9,7,2,4,11,2,9,11,9,11,2","-1,2,-1,2,4,9,7,3,2,11,2,9,11,9,11,2",false,
S1C1653,1,chromatic,"2,4,5,4,7,2,0,6,3,1,5,7,5,6,0,8",swapped,shifted,1,8,"4,8,9,8,11,4,2,10,5,3,9,11,9,10,2,12","4,8,9,8,11,4,2,5,10,3,9,11,9,10,2,12","4,8,9,8,11,4,2,10,6,3,9,11,9,10,2,12",false,
S1C1653,1,chromatic,"2,5,8,3,0,5,1,8,5,3,2,6,4,2,7,2",swapped,shifted,-1,8,"3,8,12,4,0,8,1,12,8,4,3,9,6,3,10,3","3,8,12,4,0,8,1,8,12,4,3,9,6,3,10,3","3,8,12,4,0,8,1,12,7,4,3,9,6,3,10,3",false,
S1C1653,1,diatonic,"0,2,0,2,5,2,1,0,4,1,4,3,4,1,0,2",shifted,swapped,1,8,"-1,3,-1,3,11,3,1,-1,8,1,8,6,8,1,-1,3","-1,3,-1,3,11,3,1,8,-1,1,8,6,8,1,-1,3","-1,3,-1,3,11,3,1,-1,9,1,8,6,8,1,-1,3",false,
