Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1258,3,diatonic,"2,1,2,5,3,5,2,1,3,0,3,4",shifted,swapped,1,5,"5,3,5,12,7,12,5,3,7,0,7,10","5,3,5,12,7,5,12,3,7,0,7,10","5,3,5,12,7,13,5,3,7,0,7,10",false,
S1C1258,3,diatonic,"3,2,4,5,1,2,3,0,3,0,1,0",shifted,swapped,1,6,"8,5,10,12,3,5,8,0,8,0,3,0","8,5,10,12,3,8,5,0,8,0,3,0","8,5,10,12,3,5,9,0,8,0,3,0",false,
S1C1258,3,diatonic,"0,1,4,3,1,4,3,2,5,4,1,5",shifted,swapped,-1,6,"0,2,9,7,2,9,7,4,12,9,2,12","0,2,9,7,2,7,9,4,12,9,2,12","0,2,9,7,2,9,6,4,12,9,2,12",false,
S1C1258,3,chromatic,"2,5,4,2,4,1,3,6,0,2,5,1",shifted,swapped,-1,6,"6,11,10,6,10,4,8,13,2,6,11,4","6,11,10,6,10,8,4,13,2,6,11,4","6,11,10,6,10,4,7,13,2,6,11,4",false,
S1C1258,3,chromatic,"0,2,1,3,2,5,1,0,6,5,4,2",shifted,swapped,1,5,"1,6,5,8,6,11,5,1,13,11,9,6","1,6,5,8,6,5,11,1,13,11,9,6","1,6,5,8,6,12,5,1,13,11,9,6",false,
S1C1258,3,chromatic,"7,6,2,8,3,0,2,1,4,5,6,7",swapped,shifted,-1,6,"12,10,5,13,6,2,5,3,8,9,10,12","12,10,5,13,6,5,2,3,8,9,10,12","12,10,5,13,6,2,4,3,8,9,10,12",false,
S1C1258,3,chromatic,"9,4,6,8,5,3,1,0,9,7,8,2",swapped,shifted,1,6,"13,7,10,12,9,5,2,1,13,11,12,4","13,7,10,12,9,2,5,1,13,11,12,4","13,7,10,12,9,5,3,1,13,11,12,4",false,
S1C1258,3,diatonic,"4,5,2,3,1,4,3,5,0,4,1,3",shifted,swapped,1,6,"10,12,5,8,3,10,8,12,0,10,3,8","10,12,5,8,3,8,10,12,0,10,3,8","10,12,5,8,3,10,9,12,0,10,3,8",false,
S1C1258,3,diatonic,"1,0,1,3,0,3,4,2,5,4,3,4",swapped,shifted,1,5,"2,0,2,7,0,7,9,5,12,9,7,9","2,0,2,7,0,9,7,5,12,9,7,9","2,0,2,7,0,8,9,5,12,9,7,9",false,
S1C1258,3,diatonic,"2,4,3,2,1,2,3,4,1,3,0,1",swapped,shifted,-1,5,"5,10,7,5,2,5,7,10,2,7,0,2","5,10,7,5,2,7,5,10,2,7,0,2","5,10,7,5,2,4,7,10,2,7,0,2",false,
S1C1258,3,chromatic,"4,5,6,2,1,2,5,6,0,3,4,7",shifted,swapped,-1,6,"6,9,11,3,2,3,9,11,1,5,6,13","6,9,11,3,2,9,3,11,1,5,6,13","6,9,11,3,2,3,8,11,1,5,6,13",false,
S1C1258,3,chromatic,"6,7,5,0,1,2,6,1,4,5,3,5",swapped,shifted,1,6,"8,10,7,1,2,4,8,2,6,7,5,7","8,10,7,1,2,8,4,2,6,7,5,7","8,10,7,1,2,4,9,2,6,7,5,7",false,
S1C1258,3,chromatic,"2,3,0,4,1,5,4,6,0,1,7,3",shifted,swapped,1,5,"5,6,3,7,4,9,7,12,3,4,13,6","5,6,3,7,4,7,9,12,3,4,13,6","5,6,3,7,4,10,7,12,3,4,13,6",false,
S1C1258,3,chromatic,"2,0,4,5,3,1,2,4,6,5,3,0",swapped,shifted,1,5,"7,3,10,11,9,5,7,10,13,11,9,3","7,3,10,11,9,7,5,10,13,11,9,3","7,3,10,11,9,6,7,10,13,11,9,3",false,
S1C1258,3,diatonic,"0,2,1,3,5,4,3,2,1,0,3,5",swapped,shifted,-1,6,"0,5,2,7,12,9,7,5,2,0,7,12","0,5,2,7,12,7,9,5,2,0,7,12","0,5,2,7,12,9,6,5,2,0,7,12",false,
S1C1258,3,diatonic,"0,2,0,2,5,1,4,0,5,2,3,2",swapped,shifted,1,5,"0,4,0,4,12,2,9,0,12,4,7,4","0,4,0,4,12,9,2,0,12,4,7,4","0,4,0,4,12,3,9,0,12,4,7,4",false,
S1C1258,3,diatonic,"4,3,5,2,4,1,5,2,1,0,2,5",swapped,shifted,-1,6,"10,7,12,5,10,2,12,5,2,0,5,12","10,7,12,5,10,12,2,5,2,0,5,12","10,7,12,5,10,2,11,5,2,0,5,12",false,
S1C1258,3,diatonic,"0,1,4,2,4,3,0,1,0,5,3,2",shifted,swapped,-1,5,"0,3,10,5,10,7,0,3,0,12,7,5","0,3,10,5,10,0,7,3,0,12,7,5","0,3,10,5,10,6,0,3,0,12,7,5",false,
S1C1258,3,chromatic,"6,4,2,6,5,3,1,8,7,0,6,8",swapped,shifted,-1,5,"9,7,4,9,8,6,3,13,12,1,9,13","9,7,4,9,8,3,6,13,12,1,9,13","9,7,4,9,8,5,3,13,12,1,9,13",false,
S1C1258,3,chromatic,"8,4,5,2,3,7,4,6,1,0,3,0",shifted,swapped,-1,5,"13,7,9,3,5,12,7,10,2,1,5,1","13,7,9,3,5,7,12,10,2,1,5,1","13,7,9,3,5,11,7,10,2,1,5,1",false,
