Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0805,5,chromatic,"3,7,5,4,2,0,6,1",shifted,swapped,-1,3,"9,15,12,11,6,4,13,5","9,15,12,6,11,4,13,5","9,15,12,10,6,4,13,5",false,
S1C0805,5,chromatic,"1,0,3,2,4,1,6,5",swapped,shifted,-1,3,"5,3,9,8,10,5,12,11","5,3,9,10,8,5,12,11","5,3,9,7,10,5,12,11",false,
S1C0805,5,chromatic,"3,0,2,4,3,5,1,4",shifted,swapped,-1,4,"10,4,7,13,10,14,5,13","10,4,7,10,13,14,5,13","10,4,7,13,9,14,5,13",false,
S1C0805,5,chromatic,"1,0,2,7,6,3,4,5",shifted,swapped,1,4,"4,3,5,13,11,7,8,9","4,3,5,11,13,7,8,9","4,3,5,13,12,7,8,9",false,
S1C0805,5,chromatic,"4,1,0,3,5,4,2,4",swapped,shifted,1,4,"11,7,5,9,12,11,8,11","11,7,5,12,9,11,8,11","11,7,5,9,13,11,8,11",false,
S1C0805,5,chromatic,"6,3,1,4,0,2,5,4",swapped,shifted,-1,4,"12,7,4,8,3,6,9,8","12,7,4,3,8,6,9,8","12,7,4,8,2,6,9,8",false,
S1C0805,5,diatonic,"4,3,1,2,0,4,0,1",swapped,shifted,-1,3,"9,7,2,4,-1,9,-1,2","9,7,2,-1,4,9,-1,2","9,7,2,3,-1,9,-1,2",false,
S1C0805,5,diatonic,"1,3,4,2,0,3,2,3",swapped,shifted,-1,3,"2,7,9,5,0,7,5,7","2,7,9,0,5,7,5,7","2,7,9,4,0,7,5,7",false,
S1C0805,5,chromatic,"4,5,0,1,2,5,3,6",swapped,shifted,1,3,"9,10,3,4,7,10,8,12","9,10,3,7,4,10,8,12","9,10,3,5,7,10,8,12",false,
S1C0805,5,diatonic,"4,2,5,3,0,1,4,0",swapped,shifted,-1,3,"6,2,9,4,-3,-1,6,-3","6,2,9,-3,4,-1,6,-3","6,2,9,3,-3,-1,6,-3",false,
S1C0805,5,diatonic,"1,0,2,5,4,3,2,1",shifted,swapped,1,4,"-1,-3,2,9,7,4,2,-1","-1,-3,2,7,9,4,2,-1","-1,-3,2,9,8,4,2,-1",false,
S1C0805,5,diatonic,"5,3,1,0,2,3,2,4",shifted,swapped,1,4,"9,5,0,-3,2,5,2,7","9,5,0,2,-3,5,2,7","9,5,0,-3,3,5,2,7",false,
S1C0805,5,diatonic,"5,3,1,0,3,2,4,2",swapped,shifted,-1,3,"9,4,0,-3,4,2,7,2","9,4,0,4,-3,2,7,2","9,4,0,-4,4,2,7,2",false,
S1C0805,5,diatonic,"1,2,0,3,4,5,4,1",shifted,swapped,-1,3,"-1,1,-3,4,6,9,6,-1","-1,1,-3,6,4,9,6,-1","-1,1,-3,3,6,9,6,-1",false,
S1C0805,5,diatonic,"4,3,1,4,2,1,4,0",shifted,swapped,1,4,"9,7,2,9,4,2,9,0","9,7,2,4,9,2,9,0","9,7,2,9,5,2,9,0",false,
S1C0805,5,chromatic,"7,3,0,1,2,6,5,4",swapped,shifted,-1,4,"15,10,3,5,7,14,13,11","15,10,3,7,5,14,13,11","15,10,3,5,6,14,13,11",false,
S1C0805,5,chromatic,"4,0,3,2,0,1,3,5",shifted,swapped,1,3,"11,5,10,7,5,6,10,13","11,5,10,5,7,6,10,13","11,5,10,8,5,6,10,13",false,
S1C0805,5,diatonic,"1,0,3,0,1,2,4,5",shifted,swapped,1,4,"-1,-3,4,-3,-1,2,6,9","-1,-3,4,-1,-3,2,6,9","-1,-3,4,-3,0,2,6,9",false,
S1C0805,5,diatonic,"1,3,2,3,4,2,0,3",swapped,shifted,1,4,"-1,4,1,4,6,1,-3,4","-1,4,1,6,4,1,-3,4","-1,4,1,4,7,1,-3,4",false,
S1C0805,5,chromatic,"0,4,6,5,1,3,7,2",shifted,swapped,1,3,"3,8,12,10,5,7,13,6","3,8,12,5,10,7,13,6","3,8,12,11,5,7,13,6",false,
