Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0827,1,diatonic,"1,2,4,5,2,4,0,3",shifted,swapped,-1,3,"3,5,10,12,5,10,0,8","3,5,10,5,12,10,0,8","3,5,10,11,5,10,0,8",false,
S1C0827,1,chromatic,"5,3,2,0,5,1,4,1",swapped,shifted,1,4,"9,7,5,2,9,4,8,4","9,7,5,9,2,4,8,4","9,7,5,2,10,4,8,4",false,
S1C0827,1,diatonic,"4,3,0,2,4,1,0,1",shifted,swapped,1,4,"12,10,3,7,12,5,3,5","12,10,3,12,7,5,3,5","12,10,3,7,13,5,3,5",false,
S1C0827,1,diatonic,"5,4,1,3,2,0,4,5",swapped,shifted,1,4,"12,9,2,7,4,0,9,12","12,9,2,4,7,0,9,12","12,9,2,7,5,0,9,12",false,
S1C0827,1,chromatic,"0,3,6,2,5,6,4,1",swapped,shifted,-1,3,"3,9,14,8,13,14,10,6","3,9,14,13,8,14,10,6","3,9,14,7,13,14,10,6",false,
S1C0827,1,chromatic,"4,5,4,3,0,2,1,4",swapped,shifted,-1,4,"13,14,13,10,5,9,8,13","13,14,13,5,10,9,8,13","13,14,13,10,4,9,8,13",false,
S1C0827,1,chromatic,"3,4,2,3,1,2,3,0",shifted,swapped,-1,3,"12,14,7,12,5,7,12,3","12,14,7,5,12,7,12,3","12,14,7,11,5,7,12,3",false,
S1C0827,1,diatonic,"4,3,4,3,0,1,2,3",shifted,swapped,-1,3,"12,10,12,10,2,5,7,10","12,10,12,2,10,5,7,10","12,10,12,9,2,5,7,10",false,
S1C0827,1,chromatic,"6,4,3,0,1,5,2,6",shifted,swapped,1,4,"13,11,9,3,4,12,8,13","13,11,9,4,3,12,8,13","13,11,9,3,5,12,8,13",false,
S1C0827,1,chromatic,"3,0,2,0,4,1,2,5",shifted,swapped,1,4,"5,2,4,2,8,3,4,11","5,2,4,8,2,3,4,11","5,2,4,2,9,3,4,11",false,
S1C0827,1,diatonic,"1,0,3,4,2,1,3,2",swapped,shifted,1,4,"5,2,9,12,7,5,9,7","5,2,9,7,12,5,9,7","5,2,9,12,8,5,9,7",false,
S1C0827,1,chromatic,"2,0,1,4,3,1,4,3",shifted,swapped,1,3,"6,4,5,11,10,5,11,10","6,4,5,10,11,5,11,10","6,4,5,12,10,5,11,10",false,
S1C0827,1,diatonic,"1,2,0,1,3,5,4,2",swapped,shifted,-1,3,"2,4,0,2,7,12,9,4","2,4,0,7,2,12,9,4","2,4,0,1,7,12,9,4",false,
S1C0827,1,diatonic,"0,2,5,2,0,1,3,4",shifted,swapped,1,4,"0,5,12,5,0,3,8,10","0,5,12,0,5,3,8,10","0,5,12,5,1,3,8,10",false,
S1C0827,1,chromatic,"6,4,5,2,0,6,1,3",swapped,shifted,1,3,"12,9,11,5,2,12,3,7","12,9,11,2,5,12,3,7","12,9,11,6,2,12,3,7",false,
S1C0827,1,chromatic,"0,1,4,5,3,2,4,3",swapped,shifted,-1,4,"4,5,10,13,9,6,10,9","4,5,10,9,13,6,10,9","4,5,10,13,8,6,10,9",false,
S1C0827,1,diatonic,"5,3,4,2,1,3,0,3",swapped,shifted,1,4,"12,7,9,5,2,7,0,7","12,7,9,2,5,7,0,7","12,7,9,5,3,7,0,7",false,
S1C0827,1,diatonic,"2,1,3,1,4,5,2,0",shifted,swapped,-1,3,"5,2,7,2,10,12,5,0","5,2,7,10,2,12,5,0","5,2,7,1,10,12,5,0",false,
S1C0827,1,chromatic,"1,2,3,5,2,4,2,0",shifted,swapped,-1,3,"5,8,11,14,8,12,8,3","5,8,11,8,14,12,8,3","5,8,11,13,8,12,8,3",false,
S1C0827,1,diatonic,"3,1,2,0,1,3,4,3",swapped,shifted,-1,3,"10,5,7,3,5,10,12,10","10,5,7,5,3,10,12,10","10,5,7,2,5,10,12,10",false,
