Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0827,4,chromatic,"5,3,4,2,0,1,5,3",swapped,shifted,1,3,"13,9,10,5,3,4,13,9","13,9,10,3,5,4,13,9","13,9,10,6,3,4,13,9",false,
S1C0827,4,diatonic,"0,1,2,3,4,5,2,3",shifted,swapped,-1,3,"-3,0,2,4,7,9,2,4","-3,0,2,7,4,9,2,4","-3,0,2,3,7,9,2,4",false,
S1C0827,4,chromatic,"2,5,4,7,1,3,0,6",swapped,shifted,-1,4,"5,9,8,13,4,7,2,12","5,9,8,4,13,7,2,12","5,9,8,13,3,7,2,12",false,
S1C0827,4,chromatic,"2,1,4,3,5,1,6,0",shifted,swapped,-1,4,"3,2,9,8,11,2,13,1","3,2,9,11,8,2,13,1","3,2,9,8,10,2,13,1",false,
S1C0827,4,diatonic,"1,3,4,3,0,2,1,2",shifted,swapped,1,4,"-1,4,7,4,-3,2,-1,2","-1,4,7,-3,4,2,-1,2","-1,4,7,4,-2,2,-1,2",false,
S1C0827,4,chromatic,"0,3,2,5,6,7,4,1",swapped,shifted,1,3,"1,6,5,10,12,13,7,3","1,6,5,12,10,13,7,3","1,6,5,11,12,13,7,3",false,
S1C0827,4,chromatic,"0,4,6,1,2,3,5,3",swapped,shifted,1,4,"1,7,10,2,4,6,9,6","1,7,10,4,2,6,9,6","1,7,10,2,5,6,9,6",false,
S1C0827,4,diatonic,"2,3,0,2,4,0,1,2",swapped,shifted,-1,3,"4,7,0,4,9,0,2,4","4,7,0,9,4,0,2,4","4,7,0,3,9,0,2,4",false,
S1C0827,4,diatonic,"3,1,2,0,3,4,2,1",shifted,swapped,1,3,"6,1,4,-1,6,9,4,1","6,1,4,6,-1,9,4,1","6,1,4,0,6,9,4,1",false,
S1C0827,4,chromatic,"5,4,0,5,3,1,0,2",swapped,shifted,-1,4,"13,11,5,13,10,7,5,8","13,11,5,10,13,7,5,8","13,11,5,13,9,7,5,8",false,
S1C0827,4,diatonic,"1,2,3,4,2,5,2,0",shifted,swapped,1,4,"0,2,5,7,2,9,2,-3","0,2,5,2,7,9,2,-3","0,2,5,7,3,9,2,-3",false,
S1C0827,4,diatonic,"2,0,1,0,3,4,0,3",swapped,shifted,1,3,"2,-3,0,-3,5,7,-3,5","2,-3,0,5,-3,7,-3,5","2,-3,0,-2,5,7,-3,5",false,
S1C0827,4,diatonic,"1,0,1,3,5,2,0,4",swapped,shifted,-1,4,"-1,-3,-1,4,9,2,-3,6","-1,-3,-1,9,4,2,-3,6","-1,-3,-1,4,8,2,-3,6",false,
S1C0827,4,diatonic,"3,1,3,4,5,2,3,0",swapped,shifted,-1,3,"4,-1,4,7,9,2,4,-3","4,-1,4,9,7,2,4,-3","4,-1,4,6,9,2,4,-3",false,
S1C0827,4,chromatic,"1,2,5,3,4,5,3,0",shifted,swapped,-1,3,"3,7,11,9,10,11,9,1","3,7,11,10,9,11,9,1","3,7,11,8,10,11,9,1",false,
S1C0827,4,chromatic,"6,3,5,1,4,2,6,0",shifted,swapped,1,3,"13,8,11,3,9,5,13,2","13,8,11,9,3,5,13,2","13,8,11,4,9,5,13,2",false,
S1C0827,4,chromatic,"5,2,5,4,3,2,1,0",shifted,swapped,1,3,"13,8,13,11,10,8,2,1","13,8,13,10,11,8,2,1","13,8,13,12,10,8,2,1",false,
S1C0827,4,chromatic,"2,4,5,1,3,0,3,6",shifted,swapped,-1,4,"4,10,11,3,8,1,8,12","4,10,11,8,3,1,8,12","4,10,11,3,7,1,8,12",false,
S1C0827,4,diatonic,"2,4,1,4,3,2,5,0",shifted,swapped,-1,4,"1,6,-1,6,4,1,9,-3","1,6,-1,4,6,1,9,-3","1,6,-1,6,3,1,9,-3",false,
S1C0827,4,diatonic,"2,0,1,2,4,3,4,3",swapped,shifted,1,4,"4,-1,2,4,9,6,9,6","4,-1,2,9,4,6,9,6","4,-1,2,4,10,6,9,6",false,
