Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C0813,3,diatonic,"0,1,3,2,5,4,5,3",shifted,swapped,-1,4,"3,5,10,8,15,12,15,10","3,5,10,15,8,12,15,10","3,5,10,8,14,12,15,10",false,
S1C0813,3,diatonic,"5,4,3,0,2,1,3,4",swapped,shifted,-1,4,"15,13,10,3,8,5,10,13","15,13,10,8,3,5,10,13","15,13,10,3,7,5,10,13",false,
S1C0813,3,chromatic,"4,3,1,4,2,0,4,1",shifted,swapped,-1,3,"9,6,1,9,2,0,9,1","9,6,1,2,9,0,9,1","9,6,1,8,2,0,9,1",false,
S1C0813,3,diatonic,"1,3,0,2,4,3,2,5",swapped,shifted,1,4,"6,10,3,8,13,10,8,15","6,10,3,13,8,10,8,15","6,10,3,8,14,10,8,15",false,
S1C0813,3,chromatic,"5,1,3,0,4,2,1,4",shifted,swapped,1,3,"11,7,9,1,10,8,7,10","11,7,9,10,1,8,7,10","11,7,9,2,10,8,7,10",false,
S1C0813,3,diatonic,"0,2,3,4,0,1,4,2",shifted,swapped,1,4,"3,7,10,12,3,5,12,7","3,7,10,3,12,5,12,7","3,7,10,12,4,5,12,7",false,
S1C0813,3,chromatic,"1,4,3,5,0,2,7,6",swapped,shifted,-1,3,"1,5,4,7,0,3,10,8","1,5,4,0,7,3,10,8","1,5,4,6,0,3,10,8",false,
S1C0813,3,diatonic,"1,3,1,3,0,4,0,2",shifted,swapped,-1,4,"6,11,6,11,3,13,3,8","6,11,6,3,11,13,3,8","6,11,6,11,2,13,3,8",false,
S1C0813,3,diatonic,"2,0,3,4,1,5,1,3",swapped,shifted,1,3,"8,3,10,13,6,15,6,10","8,3,10,6,13,15,6,10","8,3,10,14,6,15,6,10",false,
S1C0813,3,chromatic,"2,1,2,3,5,6,4,0",shifted,swapped,1,4,"3,2,3,4,6,8,5,-1","3,2,3,6,4,8,5,-1","3,2,3,4,7,8,5,-1",false,
S1C0813,3,chromatic,"0,1,2,6,3,4,5,3",swapped,shifted,1,4,"1,2,3,11,4,7,10,4","1,2,3,4,11,7,10,4","1,2,3,11,5,7,10,4",false,
S1C0813,3,chromatic,"3,4,2,0,1,5,2,0",swapped,shifted,-1,3,"5,9,2,-1,1,11,2,-1","5,9,2,1,-1,11,2,-1","5,9,2,-2,1,11,2,-1",false,
S1C0813,3,diatonic,"2,0,1,0,2,4,3,2",swapped,shifted,1,3,"8,3,6,3,8,13,11,8","8,3,6,8,3,13,11,8","8,3,6,4,8,13,11,8",false,
S1C0813,3,diatonic,"0,1,0,1,2,4,1,3",swapped,shifted,-1,3,"3,5,3,5,8,12,5,10","3,5,3,8,5,12,5,10","3,5,3,4,8,12,5,10",false,
S1C0813,3,chromatic,"5,3,0,2,6,4,6,1",shifted,swapped,1,3,"9,5,-1,2,11,8,11,1","9,5,-1,11,2,8,11,1","9,5,-1,3,11,8,11,1",false,
S1C0813,3,diatonic,"1,0,2,3,1,4,0,4",shifted,swapped,1,3,"8,5,10,13,8,15,5,15","8,5,10,8,13,15,5,15","8,5,10,14,8,15,5,15",false,
S1C0813,3,chromatic,"0,1,3,7,4,2,6,5",shifted,swapped,-1,4,"-1,1,3,10,5,2,9,8","-1,1,3,5,10,2,9,8","-1,1,3,10,4,2,9,8",false,
S1C0813,3,chromatic,"5,3,0,1,4,2,1,2",swapped,shifted,-1,4,"11,8,2,3,10,6,3,6","11,8,2,10,3,6,3,6","11,8,2,3,9,6,3,6",false,
S1C0813,3,diatonic,"2,3,2,1,0,3,0,4",shifted,swapped,-1,3,"7,10,7,5,3,10,3,12","7,10,7,3,5,10,3,12","7,10,7,4,3,10,3,12",false,
S1C0813,3,chromatic,"5,2,4,2,1,0,3,2",swapped,shifted,1,4,"9,3,5,3,0,-1,4,3","9,3,5,0,3,-1,4,3","9,3,5,3,1,-1,4,3",false,
