Subject ID,Block Number,Probe Type,Probe Contour,Option 1,Option 2,Shift Direction,Shift Position,Probe Pitches,swapped Pitches,Shifted Pitches,Has Decoy,Decoy Position
S1C1616,4,chromatic,"6,3,5,4,1,5,8,7,4,0,7,2,8,6,7,5",shifted,swapped,1,8,"13,7,10,8,4,10,15,14,8,3,14,5,15,13,14,10","13,7,10,8,4,10,15,8,14,3,14,5,15,13,14,10","13,7,10,8,4,10,15,14,9,3,14,5,15,13,14,10",false,
S1C1616,4,chromatic,"3,5,0,5,6,8,9,8,6,7,2,10,5,10,4,1",shifted,swapped,-1,7,"6,8,3,8,9,13,14,13,9,11,5,15,8,15,7,4","6,8,3,8,9,13,14,9,13,11,5,15,8,15,7,4","6,8,3,8,9,13,14,12,9,11,5,15,8,15,7,4",false,
S1C1616,4,diatonic,"2,0,3,0,1,0,3,5,2,1,2,3,4,0,3,2",shifted,swapped,1,8,"2,-3,4,-3,0,-3,4,9,2,0,2,4,7,-3,4,2","2,-3,4,-3,0,-3,4,2,9,0,2,4,7,-3,4,2","2,-3,4,-3,0,-3,4,9,3,0,2,4,7,-3,4,2",false,
S1C1616,4,chromatic,"3,4,3,6,3,7,1,8,0,4,1,3,8,0,2,5",swapped,shifted,1,7,"6,7,6,10,6,12,4,13,3,7,4,6,13,3,5,9","6,7,6,10,6,12,4,3,13,7,4,6,13,3,5,9","6,7,6,10,6,12,4,14,3,7,4,6,13,3,5,9",false,
S1C1616,4,diatonic,"3,4,2,5,3,2,4,5,1,2,4,1,0,2,5,4",swapped,shifted,-1,7,"4,6,2,9,4,2,6,9,-1,2,6,-1,-3,2,9,6","4,6,2,9,4,2,6,-1,9,2,6,-1,-3,2,9,6","4,6,2,9,4,2,6,8,-1,2,6,-1,-3,2,9,6",false,
S1C1616,4,chromatic,"6,3,6,2,3,6,7,5,0,4,1,5,6,4,2,7",swapped,shifted,1,7,"14,9,14,6,9,14,15,12,3,10,5,12,14,10,6,15","14,9,14,6,9,14,15,3,12,10,5,12,14,10,6,15","14,9,14,6,9,14,15,13,3,10,5,12,14,10,6,15",false,
S1C1616,4,chromatic,"3,1,3,4,0,1,3,6,2,5,8,2,1,7,4,3",swapped,shifted,-1,8,"7,4,7,8,3,4,7,11,6,9,13,6,4,12,8,7","7,4,7,8,3,4,7,6,11,9,13,6,4,12,8,7","7,4,7,8,3,4,7,11,5,9,13,6,4,12,8,7",false,
S1C1616,4,diatonic,"3,5,3,1,0,1,4,5,2,4,0,4,3,1,2,5",swapped,shifted,-1,7,"4,9,4,-1,-3,-1,6,9,1,6,-3,6,4,-1,1,9","4,9,4,-1,-3,-1,6,1,9,6,-3,6,4,-1,1,9","4,9,4,-1,-3,-1,6,8,1,6,-3,6,4,-1,1,9",false,
S1C1616,4,diatonic,"5,4,2,3,2,4,1,4,2,0,3,0,2,0,1,4",shifted,swapped,1,7,"9,7,2,5,2,7,0,7,2,-3,5,-3,2,-3,0,7","9,7,2,5,2,7,0,2,7,-3,5,-3,2,-3,0,7","9,7,2,5,2,7,0,8,2,-3,5,-3,2,-3,0,7",false,
S1C1616,4,chromatic,"1,2,5,2,6,8,5,3,6,0,5,7,10,7,9,4",swapped,shifted,1,8,"5,6,9,6,10,13,9,7,10,4,9,12,15,12,14,8","5,6,9,6,10,13,9,10,7,4,9,12,15,12,14,8","5,6,9,6,10,13,9,7,11,4,9,12,15,12,14,8",false,
